DATE_TIME,BPOS,DBTM,FLWI,HDTH,HKLD,ROP,RPM,SPPA,WOB,label
1247008825,-0.584243,-0.108770,0.379416,-1.289875,-0.192824,-0.005609,2.501484,0.699466,2.778585,drilling
1247008828,-0.587137,-0.108739,0.379416,-1.289839,-0.195015,-0.005609,2.486160,0.700273,2.796485,drilling
1247008831,-0.589824,-0.108710,0.379416,-1.289806,-0.183671,-0.005609,2.501484,0.694410,2.703825,drilling
1247008834,-0.592718,-0.108676,0.379416,-1.289768,-0.194886,-0.005609,2.501484,0.700919,2.795432,drilling
1247008837,-0.595818,-0.108644,0.379416,-1.289732,-0.185862,-0.004809,2.486160,0.703621,2.721725,drilling
1247008840,-0.598712,-0.108611,0.379416,-1.289694,-0.196820,-0.004809,2.501484,0.690527,2.811227,drilling
1247008843,-0.601606,-0.108581,0.379416,-1.289661,-0.179804,-0.004809,2.501484,0.690527,2.672236,drilling
1247008849,-0.607393,-0.108519,0.379416,-1.289589,-0.186507,-0.002598,2.501484,0.701225,2.726990,drilling
1247008852,-0.610287,-0.108485,0.379416,-1.289551,-0.198109,-0.002598,2.501484,0.701225,2.821756,drilling
1247008855,-0.613181,-0.108456,0.379416,-1.289518,-0.181222,-0.002598,2.486160,0.704114,2.683819,drilling
1247008858,-0.616075,-0.108422,0.379416,-1.289479,-0.197078,-0.002763,2.501484,0.690451,2.813332,drilling
1247008861,-0.619175,-0.108393,0.379416,-1.289446,-0.182769,-0.002763,2.501484,0.690451,2.696454,drilling
1247008864,-0.622069,-0.108359,0.379416,-1.289408,-0.194628,-0.002763,2.486160,0.697682,2.794379,drilling
1247008867,-0.625169,-0.108325,0.379416,-1.289369,-0.182897,-0.002763,2.501484,0.698514,2.697507,drilling
1247008870,-0.628063,-0.108294,0.379416,-1.289334,-0.194242,-0.002614,2.501484,0.698514,2.790167,drilling
1247008873,-0.630957,-0.108262,0.379416,-1.289298,-0.180835,-0.002614,2.501484,0.692771,2.680660,drilling
1247008876,-0.633850,-0.108231,0.379416,-1.289262,-0.192953,-0.002614,2.501484,0.696730,2.779638,drilling
1247008879,-0.636744,-0.108199,0.379416,-1.289227,-0.183155,-0.001401,2.501484,0.696730,2.699613,drilling
1247008882,-0.639638,-0.108168,0.379416,-1.289191,-0.187152,-0.001401,2.501484,0.700571,2.732255,drilling
1247008885,-0.642532,-0.108134,0.379416,-1.289153,-0.192953,-0.001401,2.486160,0.701412,2.779638,drilling
1247008888,-0.645425,-0.108105,0.379416,-1.289119,-0.184058,-0.001401,2.486160,0.701412,2.706984,drilling
1247008891,-0.648319,-0.108073,0.379416,-1.289084,-0.190245,-0.002602,2.501484,0.698438,2.757526,drilling
1247008894,-0.651213,-0.108042,0.379416,-1.289048,-0.182640,-0.002602,2.501484,0.698438,2.695401,drilling
1247008897,-0.654106,-0.108008,0.379416,-1.289010,-0.190245,-0.002602,2.486160,0.705031,2.758579,drilling
1247008900,-0.657000,-0.107979,0.379416,-1.288976,-0.181093,-0.003333,2.486160,0.698064,2.682766,drilling
1247008903,-0.659894,-0.107947,0.379416,-1.288941,-0.190374,-0.003333,2.486160,0.698064,2.758579,drilling
1247008906,-0.662994,-0.107914,0.379416,-1.288902,-0.182897,-0.003333,2.486160,0.708379,2.697507,drilling
1247008909,-0.665681,-0.107882,0.379416,-1.288867,-0.198625,-0.003333,2.486160,0.701301,2.825968,drilling
1247008912,-0.668575,-0.107853,0.379416,-1.288833,-0.179159,-0.003026,2.486160,0.701301,2.666972,drilling
1247008915,-0.671676,-0.107819,0.379416,-1.288795,-0.192050,-0.003026,2.501484,0.706093,2.772267,drilling
1247008918,-0.674363,-0.107790,0.379416,-1.288762,-0.178901,-0.003026,2.486160,0.707920,2.664866,drilling
1247008921,-0.677256,-0.107756,0.379416,-1.288724,-0.193597,-0.002541,2.486160,0.702244,2.784903,drilling
1247008924,-0.680150,-0.107727,0.379416,-1.288690,-0.177999,-0.002541,2.486160,0.702244,2.657495,drilling
1247008927,-0.683044,-0.107693,0.379416,-1.288652,-0.193726,-0.002541,2.486160,0.699279,2.785956,drilling
1247008930,-0.685938,-0.107664,0.379416,-1.288619,-0.187409,-0.002541,2.486160,0.698098,2.734361,drilling
1247008933,-0.688831,-0.107633,0.379416,-1.288583,-0.188183,-0.003095,2.486160,0.698098,2.740679,drilling
1247008936,-0.691725,-0.107601,0.379416,-1.288548,-0.189472,-0.003095,2.501484,0.702780,2.751208,drilling
1247008939,-0.694619,-0.107570,0.379416,-1.288512,-0.194242,-0.003095,2.486160,0.702244,2.791220,drilling
1247008942,-0.697513,-0.107538,0.379416,-1.288476,-0.188054,-0.003095,2.486160,0.702244,2.739626,drilling
1247008945,-0.700406,-0.107507,0.379416,-1.288440,-0.193081,-0.003936,2.486160,0.697452,2.780691,drilling
1247008948,-0.703093,-0.107477,0.379416,-1.288407,-0.188183,-0.003936,2.486160,0.700919,2.740679,drilling
1247008951,-0.705987,-0.107444,0.379416,-1.288369,-0.191663,-0.003936,2.486160,0.700919,2.769108,drilling
1247008954,-0.708881,-0.107414,0.379416,-1.288336,-0.191406,-0.003495,2.501484,0.702822,2.768055,drilling
1247008957,-0.711568,-0.107383,0.379416,-1.288300,-0.184315,-0.003495,2.501484,0.703578,2.710143,drilling
1247008960,-0.714668,-0.107354,0.379416,-1.288267,-0.187667,-0.003495,2.501484,0.703578,2.736467,drilling
1247008963,-0.717562,-0.107320,0.379416,-1.288228,-0.181995,-0.003495,2.501484,0.699585,2.691190,drilling
1247008966,-0.720249,-0.107291,0.379416,-1.288195,-0.190503,-0.003374,2.486160,0.703052,2.759632,drilling
1247008969,-0.723143,-0.107259,0.379416,-1.288159,-0.187152,-0.003374,2.486160,0.703052,2.732255,drilling
1247008972,-0.726036,-0.107228,0.379416,-1.288124,-0.191663,-0.003374,2.501484,0.699356,2.769108,drilling
1247008975,-0.728930,-0.107196,0.379416,-1.288088,-0.182511,-0.004275,2.501484,0.700460,2.694348,drilling
1247008978,-0.731824,-0.107165,0.379416,-1.288052,-0.195531,-0.004275,2.501484,0.700460,2.800697,drilling
1247008981,-0.734718,-0.107133,0.379416,-1.288017,-0.177741,-0.004275,2.486160,0.698786,2.655389,drilling
1247008984,-0.737611,-0.107102,0.379416,-1.287981,-0.191792,-0.004275,2.486160,0.698786,2.771214,drilling
1247008987,-0.740505,-0.107070,0.379416,-1.287945,-0.176065,-0.004247,2.486160,0.703961,2.641701,drilling
1247008990,-0.743399,-0.107039,0.379416,-1.287909,-0.191792,-0.004247,2.486160,0.701718,2.771214,drilling
1247008993,-0.746293,-0.107007,0.379416,-1.287874,-0.182769,-0.004247,2.486160,0.701718,2.696454,drilling
1247008996,-0.749186,-0.106976,0.379416,-1.287838,-0.197851,-0.004247,2.486160,0.693493,2.819650,drilling
1247008999,-0.752080,-0.106944,0.379416,-1.287802,-0.191019,-0.002889,2.501484,0.689533,2.763844,drilling
1247009002,-0.754974,-0.106913,0.379416,-1.287766,-0.187796,-0.002889,2.486160,0.694597,2.737520,drilling
1247009005,-0.757868,-0.106881,0.379416,-1.287731,-0.192566,-0.002889,2.486160,0.694597,2.776479,drilling
1247009008,-0.760761,-0.106850,0.379416,-1.287695,-0.188312,-0.002970,2.501484,0.696611,2.741731,drilling
1247009011,-0.763655,-0.106818,0.379416,-1.287659,-0.202879,-0.002970,2.501484,0.699661,2.860715,drilling
1247009014,-0.766342,-0.106789,0.379416,-1.287626,-0.182382,-0.002970,2.501484,0.699661,2.693296,drilling
1247009017,-0.769236,-0.106758,0.379416,-1.287590,-0.195918,-0.002970,2.486160,0.697342,2.803856,drilling
1247009020,-0.772336,-0.106724,0.379416,-1.287552,-0.185605,-0.003819,2.486160,0.698438,2.720672,drilling
1247009023,-0.775023,-0.106693,0.379416,-1.287516,-0.197593,-0.003819,2.486160,0.698438,2.817544,drilling
1247009026,-0.777917,-0.106663,0.379416,-1.287483,-0.187925,-0.003819,2.486160,0.699203,2.738573,drilling
1247009029,-0.780811,-0.106630,0.379416,-1.287445,-0.199140,-0.003527,2.486160,0.702100,2.830180,drilling
1247009032,-0.783704,-0.106600,0.379416,-1.287412,-0.190632,-0.003527,2.486160,0.702100,2.760685,drilling
1247009035,-0.786598,-0.106569,0.379416,-1.287376,-0.185862,-0.003527,2.501484,0.702210,2.721725,drilling
1247009038,-0.789492,-0.106537,0.379416,-1.287340,-0.193081,-0.003527,2.501484,0.701522,2.780691,drilling
1247009041,-0.792386,-0.106506,0.379416,-1.287304,-0.181737,-0.003265,2.501484,0.701522,2.688031,drilling
1247009044,-0.795279,-0.106474,0.379416,-1.287269,-0.193855,-0.003265,2.486160,0.693986,2.787009,drilling
1247009047,-0.798173,-0.106443,0.379416,-1.287233,-0.183800,-0.003265,2.486160,0.693833,2.704878,drilling
1247009050,-0.801067,-0.106411,0.379416,-1.287197,-0.188570,-0.003265,2.486160,0.693833,2.744890,drilling
1247009053,-0.803961,-0.106380,0.379416,-1.287161,-0.187667,-0.003022,2.486160,0.697452,2.736467,drilling
1247009056,-0.806854,-0.106348,0.379416,-1.287126,-0.187152,-0.003022,2.501484,0.698786,2.732255,drilling
1247009059,-0.809748,-0.106317,0.379416,-1.287090,-0.184187,-0.003022,2.501484,0.698786,2.708037,drilling
1247009062,-0.812642,-0.106285,0.379416,-1.287054,-0.184058,-0.003390,2.501484,0.699891,2.706984,drilling
1247009065,-0.815535,-0.106254,0.379416,-1.287018,-0.185347,-0.003390,2.501484,0.699891,2.717514,drilling
1247009068,-0.818429,-0.106223,0.379416,-1.286983,-0.185089,-0.003390,2.486160,0.696424,2.716461,drilling
1247009071,-0.821323,-0.106191,0.379416,-1.286947,-0.185733,-0.003390,2.501484,0.703239,2.720672,drilling
1247009074,-0.824010,-0.106162,0.379416,-1.286914,-0.179546,-0.003325,2.501484,0.703239,2.670131,drilling
1247009077,-0.826904,-0.106130,0.379416,-1.286878,-0.182124,-0.003325,2.486160,0.699203,2.691190,drilling
1247009080,-0.829797,-0.106099,0.379416,-1.286842,-0.174131,-0.003325,2.486160,0.698633,2.625906,drilling
1247009083,-0.832485,-0.106070,0.379416,-1.286809,-0.181995,-0.003960,2.486160,0.698633,2.690137,drilling
1247009089,-0.838272,-0.106009,0.379416,-1.286740,-0.178901,-0.003960,2.486160,0.705099,2.664866,drilling
1247009092,-0.840959,-0.105977,0.379416,-1.286704,-0.180706,-0.003960,2.501484,0.693799,2.679607,drilling
1247009095,-0.843646,-0.105948,0.379416,-1.286671,-0.177741,-0.004902,2.501484,0.693799,2.656442,drilling
1247009098,-0.846540,-0.105917,0.379416,-1.286635,-0.180061,-0.004902,2.486160,0.689916,2.674342,drilling
1247009101,-0.849434,-0.105885,0.379416,-1.286600,-0.179675,-0.004902,2.486160,0.689916,2.671183,drilling
1247009104,-0.852121,-0.105856,0.379416,-1.286567,-0.181866,-0.004902,2.501484,0.693263,2.689084,drilling
1247009107,-0.854808,-0.105827,0.379416,-1.286533,-0.180835,-0.005112,2.486160,0.698370,2.680660,drilling
1247009110,-0.857495,-0.105795,0.379416,-1.286498,-0.182253,-0.005112,2.501484,0.702023,2.692243,drilling
1247009113,-0.860595,-0.105764,0.379416,-1.286462,-0.182253,-0.005112,2.501484,0.702023,2.692243,drilling
1247009116,-0.863282,-0.105735,0.379416,-1.286429,-0.183800,-0.005512,2.501484,0.701335,2.705931,drilling
1247009119,-0.866176,-0.105703,0.379416,-1.286393,-0.183671,-0.005512,2.486160,0.703774,2.703825,drilling
1247009122,-0.869483,-0.105667,0.379416,-1.286352,-0.181608,-0.005512,2.486160,0.703774,2.686978,drilling
1247009125,-0.872583,-0.105633,0.379416,-1.286314,-0.197722,-0.005512,2.501484,0.701225,2.819650,drilling
1247009128,-0.875477,-0.105604,0.379416,-1.286281,-0.196562,-0.002557,2.486160,0.703884,2.809121,drilling
1247009131,-0.878164,-0.105570,0.379416,-1.286242,-0.193210,-0.002557,2.486160,0.703884,2.781744,drilling
1247009134,-0.881058,-0.105541,0.379416,-1.286209,-0.195144,-0.002557,2.486160,0.706323,2.797538,drilling
1247009137,-0.883952,-0.105507,0.379416,-1.286171,-0.189472,-0.001906,2.501484,0.713095,2.751208,drilling
1247009140,-0.886639,-0.105480,0.379416,-1.286140,-0.189859,-0.001906,2.501484,0.713095,2.754367,drilling
1247009143,-0.889532,-0.105447,0.379416,-1.286102,-0.184444,-0.001906,2.486160,0.714769,2.710143,drilling
1247009146,-0.892426,-0.105417,0.379416,-1.286069,-0.187667,-0.001906,2.486160,0.711956,2.737520,drilling
1247009149,-0.895113,-0.105388,0.379416,-1.286036,-0.185476,-0.004579,2.486160,0.711956,2.718566,drilling
1247009152,-0.898007,-0.105357,0.379416,-1.286000,-0.185089,-0.004579,2.501484,0.716332,2.715408,drilling
1247009155,-0.900901,-0.105325,0.379416,-1.285964,-0.185605,-0.004579,2.501484,0.716332,2.719619,drilling
1247009158,-0.903794,-0.105292,0.379416,-1.285926,-0.186636,-0.004579,2.486160,0.705329,2.728043,drilling
1247009161,-0.906688,-0.105262,0.379416,-1.285893,-0.189085,-0.004081,2.486160,0.700571,2.748049,drilling
1247009164,-0.909582,-0.105229,0.379416,-1.285854,-0.189343,-0.004081,2.486160,0.700571,2.751208,drilling
1247009167,-0.912476,-0.105199,0.379416,-1.285821,-0.188441,-0.004081,2.501484,0.707232,2.742784,drilling
1247009170,-0.915369,-0.105168,0.379416,-1.285785,-0.185476,-0.003548,2.486160,0.706739,2.718566,drilling
1247009173,-0.918056,-0.105139,0.379416,-1.285752,-0.186120,-0.003548,2.486160,0.706739,2.723831,drilling
1247009176,-0.920950,-0.105107,0.379416,-1.285716,-0.182253,-0.003548,2.486160,0.709637,2.693296,drilling
1247009179,-0.923637,-0.105076,0.379416,-1.285681,-0.182253,-0.003548,2.501484,0.705524,2.692243,drilling
1247009182,-0.926531,-0.105046,0.379416,-1.285648,-0.178128,-0.004372,2.486160,0.704267,2.658548,drilling
1247009185,-0.929425,-0.105015,0.379416,-1.285612,-0.181093,-0.004372,2.486160,0.704267,2.682766,drilling
1247009188,-0.932112,-0.104988,0.379416,-1.285581,-0.183671,-0.004372,2.486160,0.702822,2.703825,drilling
1247009191,-0.934799,-0.104954,0.379416,-1.285543,-0.179159,-0.004372,2.486160,0.701905,2.666972,drilling
1247009194,-0.937692,-0.104925,0.379416,-1.285510,-0.185733,-0.005266,2.486160,0.701905,2.720672,drilling
1247009197,-0.940379,-0.104896,0.379416,-1.285477,-0.177612,-0.005266,2.486160,0.703162,2.654336,drilling
1247009200,-0.943273,-0.104864,0.379416,-1.285441,-0.177999,-0.005266,2.501484,0.704224,2.657495,drilling
1247009203,-0.946167,-0.104833,0.379416,-1.285405,-0.181608,-0.005880,2.501484,0.704224,2.686978,drilling
1247009206,-0.948854,-0.104804,0.379416,-1.285372,-0.181995,-0.005880,2.486160,0.701641,2.690137,drilling
1247009209,-0.951748,-0.104772,0.379416,-1.285336,-0.176710,-0.005880,2.486160,0.699322,2.648018,drilling
1247009212,-0.954641,-0.104741,0.379416,-1.285300,-0.182382,-0.005880,2.486160,0.699322,2.694348,drilling
1247009215,-0.957328,-0.104711,0.379416,-1.285267,-0.179546,-0.005561,2.486160,0.705329,2.670131,drilling
1247009218,-0.960015,-0.104680,0.379416,-1.285231,-0.178128,-0.005561,2.501484,0.698863,2.659601,drilling
1247009221,-0.962909,-0.104651,0.379416,-1.285198,-0.179546,-0.005561,2.501484,0.698863,2.670131,drilling
1247009224,-0.965803,-0.104619,0.379416,-1.285163,-0.176065,-0.005561,2.486160,0.705788,2.641701,drilling
1247009227,-0.968697,-0.104588,0.379416,-1.285127,-0.180835,-0.004574,2.486160,0.704224,2.680660,drilling
1247009230,-0.971384,-0.104558,0.379416,-1.285094,-0.181608,-0.004574,2.486160,0.704224,2.686978,drilling
1247009233,-0.974277,-0.104527,0.379416,-1.285058,-0.179804,-0.004574,2.486160,0.703621,2.672236,drilling
1247009236,-0.977171,-0.104495,0.379416,-1.285022,-0.186249,-0.004194,2.486160,0.706204,2.724884,drilling
1247009239,-0.979858,-0.104466,0.379416,-1.284989,-0.181093,-0.004194,2.486160,0.706204,1.918321,drilling
1247009242,-0.982959,-0.104432,0.379416,-1.284951,-0.184315,-0.004194,2.486160,0.709212,1.944645,drilling
1247009245,-0.986059,-0.104396,0.379416,-1.284910,-0.184315,-0.004194,2.486160,0.709212,1.945697,drilling
1247009248,-0.988953,-0.104367,0.379416,-1.284877,-0.193339,-0.002626,2.486160,0.705099,2.018351,drilling
1247009251,-0.992053,-0.104334,0.379416,-1.284838,-0.188312,-0.002626,2.501484,0.701293,1.977286,drilling
1247009254,-0.994947,-0.104302,0.379416,-1.284803,-0.184702,-0.002626,2.501484,0.701293,1.947803,drilling
1247009257,-0.997634,-0.104273,0.379416,-1.284769,-0.182124,-0.002428,2.486160,0.701641,1.926744,drilling
1247009260,-1.000528,-0.104241,0.379416,-1.284734,-0.180061,-0.002428,2.501484,0.713095,1.909897,drilling
1247009263,-1.003421,-0.104210,0.379416,-1.284698,-0.182897,-0.002428,2.486160,0.706629,2.165765,drilling
1247009266,-1.006522,-0.104176,0.379416,-1.284660,-0.180577,-0.002428,2.486160,0.706629,2.145759,drilling
1247009269,-1.009416,-0.104142,0.379416,-1.284621,-0.179932,-0.002792,2.501484,0.708107,2.140494,drilling
1247009272,-1.012723,-0.104109,0.379416,-1.284583,-0.188441,-0.002792,2.501484,0.706816,2.211042,drilling
1247009275,-1.015617,-0.104077,0.379416,-1.284547,-0.183542,-0.002792,2.501484,0.706816,2.171030,drilling
1247009278,-1.018510,-0.104046,0.379416,-1.284512,-0.179030,-0.000847,2.501484,0.708337,2.134176,drilling
1247009281,-1.021404,-0.104012,0.379416,-1.284473,-0.181222,-0.000847,2.501484,0.710622,2.152077,drilling
1247009284,-1.024504,-0.103980,0.379416,-1.284438,-0.180835,-0.000847,2.501484,0.710622,2.148918,drilling
1247009287,-1.027398,-0.103949,0.379416,-1.284402,-0.177096,-0.000847,2.486160,0.704080,2.118382,drilling
1247009290,-1.030292,-0.103918,0.379416,-1.284366,-0.178514,-0.001235,2.501484,0.708566,2.129965,drilling
1247009293,-1.033186,-0.103886,0.379416,-1.284330,-0.180190,-0.001235,2.501484,0.708566,2.143653,drilling
1247009296,-1.036286,-0.103850,0.379416,-1.284289,-0.178257,-0.001235,2.486160,0.709518,2.127859,drilling
1247009299,-1.039386,-0.103819,0.379416,-1.284254,-0.180319,-0.001692,2.486160,0.704955,2.144706,drilling
1247009302,-1.042280,-0.103787,0.379416,-1.284218,-0.175421,-0.001692,2.486160,0.704955,2.104694,drilling
1247009305,-1.045174,-0.103753,0.379416,-1.284180,-0.179030,-0.001692,2.486160,0.702287,2.134176,drilling
1247009308,-1.048274,-0.103722,0.379416,-1.284144,-0.181995,-0.001692,2.501484,0.706204,2.158394,drilling
1247009311,-1.050961,-0.103693,0.379416,-1.284111,-0.176194,-0.001296,2.501484,0.706204,2.111011,drilling
1247009314,-1.054062,-0.103659,0.379416,-1.284073,-0.174003,-0.001296,2.486160,0.703655,2.093111,drilling
1247009317,-1.056956,-0.103627,0.379416,-1.284037,-0.170909,-0.001296,2.486160,0.709900,2.067840,drilling
1247009320,-1.059643,-0.103596,0.379416,-1.284001,-0.170393,-0.002177,2.486160,0.709900,2.063628,drilling
1247009323,-1.062536,-0.103564,0.379416,-1.283965,-0.170264,-0.002177,2.486160,0.704683,2.062575,drilling
1247009326,-1.065637,-0.103533,0.379416,-1.283930,-0.174003,-0.002177,2.486160,0.707385,2.093111,drilling
1247009338,-1.077625,-0.103403,0.379416,-1.283781,-0.176452,-0.002391,2.486160,0.704836,2.113117,drilling
1247009341,-1.080519,-0.103371,0.379416,-1.283746,-0.179804,-0.001336,2.486160,0.707767,2.140494,drilling
1247009344,-1.083619,-0.103337,0.379416,-1.283707,-0.177612,-0.001336,2.501484,0.701752,2.122594,drilling
1247009347,-1.086513,-0.103306,0.379416,-1.283672,-0.176452,-0.001336,2.501484,0.701752,2.113117,drilling
1247009350,-1.089407,-0.103274,0.379416,-1.283636,-0.176323,-0.001336,2.486160,0.707614,2.112064,drilling
1247009353,-1.092300,-0.103243,0.379416,-1.283600,-0.177225,-0.001158,2.486160,0.706127,2.119435,drilling
1247009356,-1.095194,-0.103211,0.379416,-1.283565,-0.174518,-0.001158,2.486160,0.706127,2.097323,drilling
1247009359,-1.098295,-0.103178,0.379416,-1.283526,-0.178772,-0.001158,2.486160,0.703315,2.132071,drilling
1247009362,-1.101188,-0.103146,0.379416,-1.283490,-0.178514,-0.001886,2.501484,0.699322,2.129965,drilling
1247009365,-1.104082,-0.103115,0.379416,-1.283455,-0.175807,-0.001886,2.501484,0.699322,2.107853,drilling
1247009368,-1.106976,-0.103083,0.379416,-1.283419,-0.179546,-0.001886,2.486160,0.699508,2.138388,drilling
1247009371,-1.109870,-0.103052,0.379416,-1.283383,-0.181222,-0.001886,2.501484,0.711039,2.151024,drilling
1247009374,-1.112763,-0.103020,0.379416,-1.283348,-0.177096,-0.002121,2.501484,0.711039,2.118382,drilling
1247009377,-1.115657,-0.102989,0.379416,-1.283312,-0.176065,-0.002121,2.501484,0.704607,2.109958,drilling
1247009380,-1.118551,-0.102955,0.379416,-1.283273,-0.180190,-0.002121,2.501484,0.706935,2.143653,drilling
1247009383,-1.121651,-0.102924,0.379416,-1.283238,-0.177741,-0.002767,2.501484,0.706935,2.123647,drilling
