timestamp,sensor_02,sensor_03,sensor_04,sensor_05,sensor_10,sensor_11,sensor_12,sensor_38,sensor_41,sensor_42
1523572740,0.432815,0.050506,-7.630457,-7.336773,-3.859577,-2.708481,-4.018176,-1.551650,-1.046671,-0.525368
1523572800,0.432815,0.088956,-7.630457,-7.336773,-3.878422,-2.568385,-4.026240,-1.551650,-1.046671,-0.525368
1523572860,0.450532,0.108179,-7.630457,-7.336773,-3.804949,-2.076099,-4.023790,-1.551650,-1.046671,-0.525368
1523572920,0.450532,0.108179,-7.630457,-7.336773,-3.859107,-1.990455,-4.029018,-1.551650,-1.046671,-0.525368
1523572980,0.468246,0.108179,-7.630457,-7.336773,-3.916147,-2.586735,-4.026010,-1.579009,-1.046671,-0.525368
1523573040,0.539102,0.088956,-7.630457,-7.336773,-3.515637,-2.603787,-4.070071,-1.579009,-1.046671,-0.525368
1523573100,0.468246,0.088956,-7.630457,-7.336773,-3.593377,-2.588606,-4.159658,-1.579009,-1.046671,-0.525368
1523573160,0.397389,0.088956,-7.630457,-7.336773,-3.640769,-2.559841,-4.233579,-1.579009,-1.087392,-0.525368
1523573220,0.361958,0.050506,-7.630457,-7.336773,-3.712834,-2.585755,-4.242625,-1.551650,-1.087391,-0.559464
1523573280,0.308818,0.050506,-7.630457,-7.336773,-3.824323,-2.572449,-4.242625,-1.469574,-1.087391,-0.559465
1523573340,0.308818,0.050506,-7.630457,-7.336773,-3.859199,-2.561467,-4.242625,-1.469574,-1.087391,-0.559465
1523573400,0.291101,0.088956,-7.633346,-7.336773,-3.862586,-2.567774,-4.242625,-1.469574,-1.087391,-0.559465
1523573460,0.273388,0.108179,-7.630457,-7.336773,-3.814127,-2.559781,-4.242625,-1.496933,-1.087391,-0.559465
1523573520,0.273388,0.108179,-7.630457,-7.336773,-3.769344,-2.559159,-4.242625,-1.496933,-1.087391,-0.559465
1523573580,0.273388,0.127402,-7.630457,-7.336773,-3.816929,-2.554079,-4.242625,-1.496933,-1.087391,-0.559465
1523573640,0.273388,0.146629,-7.630457,-7.336773,-3.838156,-2.557674,-4.242625,-1.496933,-1.087391,-0.559464
1523573700,0.291101,0.185074,-7.630457,-7.336773,-3.886122,-2.553627,-4.242625,-1.551650,-1.087391,-0.593561
1523573760,0.308818,0.204297,-7.630457,-7.336773,-3.851215,-2.556531,-4.242625,-1.551650,-1.087391,-0.593560
1523573820,0.344245,0.185074,-7.630457,-7.336773,-3.829576,-2.552187,-4.242625,-1.579009,-1.087391,-0.593560
1523573880,0.361958,0.146629,-7.630457,-7.336773,-3.810496,-2.554844,-4.242625,-1.606367,-1.087391,-0.593560
1523573940,0.291101,0.146629,-7.630457,-7.336773,-3.814854,-2.553575,-4.242625,-1.606367,-1.087391,-0.593560
1523574000,0.168788,0.127402,-7.630457,-7.336773,-3.833594,-2.555922,-4.242625,-1.633726,-1.087391,-0.593560
1523574060,0.168788,0.127402,-7.630457,-7.336773,-3.833594,-2.555922,-4.242625,-1.633726,-1.087391,-0.593560
1523574120,0.167944,0.146629,-7.630457,-7.336773,-3.867770,-2.554687,-4.242625,-1.633726,-1.087391,-0.593560
1523574180,0.167100,0.146629,-7.630457,-7.336773,-3.879387,-2.552452,-4.242625,-1.688443,-1.087392,-0.593560
1523574240,0.167101,0.185074,-7.630457,-7.336773,-3.930746,-2.558787,-4.242625,-1.715802,-1.128110,-0.593560
1523574300,0.167101,0.185074,-7.630457,-7.336773,-3.984269,-2.561659,-4.242625,-1.715802,-1.128111,-0.593561
1523574360,0.167100,0.204298,-7.630457,-7.336773,-4.019451,-2.560815,-4.242625,-1.743161,-1.128111,-0.559464
1523574420,0.131674,0.223523,-7.630457,-7.336773,-4.017313,-2.559815,-4.242625,-1.743161,-1.128111,-0.559465
1523574480,0.131674,0.242747,-7.630457,-7.336773,-4.015369,-2.561058,-4.242625,-1.743161,-1.128111,-0.559465
1523574540,0.167100,0.281192,-7.630457,-7.336773,-3.992313,-2.558704,-4.242625,-1.770519,-1.128111,-0.559465
1523574600,0.167100,0.281192,-7.630457,-7.336773,-4.021380,-2.567106,-4.242625,-1.770519,-1.128111,-0.559465
1523574660,0.220244,0.242747,-7.630457,-7.336773,-4.005252,-2.569265,-4.242625,-1.770519,-1.128111,-0.559464
1523574720,0.184814,0.242747,-7.630457,-7.336773,-3.946728,-2.562262,-4.242625,-1.770519,-1.128111,-0.593561
1523574780,0.131674,0.242747,-7.630457,-7.336773,-3.988103,-2.563599,-4.242625,-1.770519,-1.128111,-0.559464
1523574840,0.131674,0.242747,-7.630457,-7.336773,-3.988103,-2.563599,-4.242625,-1.770519,-1.128110,-0.559464
1523574900,0.043100,0.223524,-7.630457,-7.336773,-4.033163,-2.572620,-4.242625,-1.825237,-1.209551,-0.593561
1523574960,0.025386,0.242747,-7.630457,-7.336773,-4.073174,-2.573868,-4.242625,-1.825237,-1.209551,-0.593560
1523575020,0.025386,0.242747,-7.633346,-7.336773,-4.107939,-2.567756,-4.242625,-1.825237,-1.209551,-0.593560
1523575080,0.025386,0.281192,-7.630457,-7.336773,-4.126754,-2.575649,-4.242625,-1.852595,-1.209551,-0.593560
1523575140,0.025386,0.281192,-7.630457,-7.336773,-4.167973,-2.572868,-4.242625,-1.852595,-1.209551,-0.593560
1523575200,0.043100,0.300418,-7.630457,-7.336773,-4.228302,-2.567522,-4.242625,-1.852595,-1.209551,-0.593560
1523575260,0.007673,0.319642,-7.630457,-7.336773,-4.258111,-2.575337,-4.242625,-1.852595,-1.209551,-0.593560
1523575320,0.007673,0.338869,-7.630457,-7.336773,-4.348207,-2.587780,-4.242625,-1.879955,-1.209551,-0.593560
1523575380,0.043100,0.377314,-7.630457,-7.336773,-4.333117,-2.587448,-4.242625,-1.879954,-1.209551,-0.593560
1523575440,0.096243,0.338869,-7.630457,-7.336773,-4.229752,-2.585057,-4.242625,-1.879954,-1.209551,-0.593560
1523575500,0.096243,0.338869,-7.630457,-7.336773,-4.257542,-2.586392,-4.242625,-1.879954,-1.209551,-0.593560
1523575560,0.043101,0.319642,-7.630457,-7.336773,-4.484742,-2.595874,-4.242625,-1.879954,-1.209551,-0.593560
1523575620,-0.010040,0.319642,-7.630457,-7.336773,-4.514904,-2.591638,-4.242625,-1.879954,-1.250270,-0.593561
1523575680,-0.010040,0.319642,-7.630457,-7.336773,-4.475414,-2.581815,-4.242625,-1.879954,-1.250270,-0.661752
1523575740,-0.063184,0.319642,-7.630457,-7.336773,-4.168686,-2.977472,-4.242625,-1.879955,-1.250270,-0.593561
1523575800,-0.080897,0.319642,-7.630457,-7.336773,-4.398576,-3.211358,-4.242625,-1.907314,-1.250270,-0.661752
1523575860,-0.080899,0.338869,-7.630457,-7.336773,-4.421722,-3.208427,-4.242625,-1.907313,-1.250270,-0.661753
1523575920,-0.080899,0.338869,-7.630457,-7.336773,-4.435290,-3.202286,-4.242625,-1.907313,-1.250270,-0.661753
1523575980,-0.080899,0.377314,-7.630457,-7.336773,-4.480230,-3.209525,-4.242625,-1.907313,-1.250270,-0.661753
1523576040,-0.080899,0.396537,-7.630457,-7.336773,-4.445520,-3.190034,-4.242625,-1.907313,-1.250270,-0.661752
1523576100,-0.080897,0.396537,-7.630457,-7.336773,-4.489490,-3.207429,-4.242625,-1.907314,-1.250270,-0.695849
1523576160,-0.063184,0.415764,-7.630457,-7.336773,-4.553086,-3.199012,-4.242625,-1.962031,-1.290990,-0.695848
1523576220,-0.080897,0.434987,-7.630457,-7.336773,-4.588504,-3.202405,-4.242625,-1.962030,-1.290991,-0.695848
1523576280,-0.063184,0.473432,-7.630457,-7.336773,-4.653023,-3.190115,-4.242625,-1.962030,-1.290991,-0.695848
1523576340,-0.063186,0.492658,-7.630457,-7.336773,-4.718584,-3.191742,-4.242625,-1.962030,-1.290991,-0.695848
1523576400,-0.063184,0.511882,-7.633346,-7.336773,-4.758940,-3.190449,-4.242625,-1.962031,-1.290991,-0.695848
1523576460,-0.045470,0.531104,-7.630457,-7.336773,-4.776946,-3.178298,-4.242625,-1.907314,-1.290991,-0.695848
1523576520,-0.010040,0.511882,-7.633346,-7.336773,-4.827394,-3.197247,-4.242625,-1.879955,-1.290991,-0.695848
1523576580,0.025386,0.492658,-7.630457,-7.336773,-4.793522,-3.197743,-4.242625,-1.879955,-1.290991,-0.695849
1523576640,-0.010040,0.473432,-7.630457,-7.336773,-4.751848,-3.187569,-4.242625,-1.907314,-1.290991,-0.729944
1523576700,-0.098614,0.434987,-7.630457,-7.336773,-4.740013,-3.186132,-4.242625,-1.907313,-1.290991,-0.729944
1523576760,-0.151758,0.415764,-7.630457,-7.336773,-4.760073,-3.191562,-4.242625,-1.907313,-1.290991,-0.695849
1523576820,-0.169471,0.415762,-7.630457,-7.336773,-4.763079,-3.254356,-4.242625,-1.907313,-1.290991,-0.695848
1523576880,-0.222615,0.415762,-7.633346,-7.336773,-4.786407,-3.264449,-4.242625,-1.907314,-1.290990,-0.695849
1523576940,-0.169471,0.415762,-7.630457,-7.336773,-4.797122,-3.253318,-4.242625,-1.962031,-1.331711,-0.729944
1523577000,-0.151758,0.415762,-7.630457,-7.336773,-4.830104,-3.252532,-4.242625,-1.962030,-1.331710,-0.729944
1523577060,-0.151758,0.415764,-7.630457,-7.336773,-4.756174,-3.250761,-4.242625,-1.962030,-1.331710,-0.729944
1523577120,-0.134045,0.434987,-7.630457,-7.336773,-4.842644,-3.256832,-4.242625,-1.962030,-1.331710,-0.729944
1523577180,-0.134043,0.434987,-7.630457,-7.336773,-4.848193,-3.257285,-4.242625,-1.962030,-1.331710,-0.729944
1523577240,-0.134043,0.473432,-7.630457,-7.336773,-4.884909,-3.251520,-4.242625,-1.962030,-1.331710,-0.729944
1523577300,-0.134045,0.492659,-7.630457,-7.336773,-4.910107,-3.248063,-4.242625,-1.962030,-1.331710,-0.729944
1523577360,0.043100,0.492659,-7.630457,-7.336773,-4.945838,-3.249901,-4.242625,-1.962031,-1.331710,-0.729944
1523577420,-0.134045,0.511882,-7.630457,-7.336773,-4.986285,-3.250247,-4.242625,-1.907314,-1.331710,-0.729944
1523577480,-0.151758,0.531104,-7.630457,-7.336773,-5.014627,-3.247250,-4.242625,-1.907314,-1.331710,-0.729944
1523577540,-0.151758,0.569554,-7.630457,-7.336773,-5.074010,-3.247733,-4.242625,-1.879955,-1.331711,-0.729944
1523577600,-0.169471,0.531104,-7.630457,-7.336773,-4.923121,-3.252024,-4.242625,-1.879954,-1.290991,-0.729944
1523577660,-0.169471,0.531104,-7.630457,-7.336773,-4.923121,-3.252024,-4.242625,-1.879954,-1.290991,-0.729944
1523577720,-0.151758,0.531104,-7.630457,-7.336773,-4.854564,-3.257623,-4.242625,-1.879954,-1.290991,-0.729944
1523577780,-0.187184,0.531104,-7.630457,-7.336773,-4.833911,-3.256125,-4.242625,-1.879955,-1.290991,-0.729944
1523577840,-0.275759,0.492659,-7.630457,-7.336773,-4.827159,-3.254593,-4.242625,-1.907314,-1.290991,-0.729944
1523577900,-0.328898,0.492659,-7.630457,-7.336773,-4.827439,-3.249115,-4.242625,-1.907313,-1.290990,-0.729944
1523577960,-0.346616,0.473432,-7.630457,-7.336773,-4.825336,-3.254512,-4.242625,-1.907314,-1.331711,-0.764040
1523578020,-0.311185,0.492659,-7.630457,-7.336773,-4.822777,-3.258890,-4.242625,-1.962031,-1.331710,-0.764041
1523578080,-0.311185,0.492659,-7.630457,-7.336773,-4.816615,-3.253266,-4.242625,-1.962030,-1.331710,-0.764041
1523578140,-0.275759,0.492659,-7.630457,-7.336773,-4.820037,-3.255504,-4.242625,-1.962030,-1.331710,-0.764041
1523578200,-0.275757,0.511882,-7.630457,-7.336773,-4.818621,-3.261604,-4.242625,-1.962030,-1.331710,-0.764041
1523578260,-0.275757,0.511882,-7.630457,-7.336773,-4.796129,-3.257260,-4.242625,-1.962031,-1.331711,-0.764041
1523578320,-0.275757,0.531104,-7.630457,-7.336773,-4.798631,-3.255648,-4.242625,-1.989389,-1.413150,-0.764041
1523578380,-0.275757,0.569554,-7.630457,-7.336773,-5.724546,-3.272455,-4.242625,-1.989389,-1.413150,-0.764040
1523578440,-0.275757,0.588777,-7.630457,-7.336773,-5.900055,-3.307369,-4.242625,-1.989389,-1.413150,-0.832232
1523578500,-0.275759,0.588777,-7.630457,-7.336773,-5.900055,-3.087818,-4.242625,-1.989389,-1.413150,-0.832232
1523578560,-0.258041,0.608000,-7.633346,-7.336773,-5.900055,-3.080842,-4.242625,-1.989389,-1.413150,-0.832232
1523578620,-0.258043,0.627222,-7.630457,-7.336773,-5.900055,-3.076294,-4.242625,-1.989389,-1.453870,-0.832232
1523578680,-0.258043,0.665672,-7.630457,-7.336773,-5.900055,-3.077924,-4.242625,-2.016748,-1.453870,-0.866328
1523578740,-0.258043,0.684899,-7.630457,-7.336773,-5.900055,-3.072167,-4.242625,-2.016748,-1.453870,-0.866329
1523578800,-0.258041,0.704117,-7.630457,-7.336773,-5.900055,-3.070065,-4.242625,-2.016748,-1.453870,-0.866329
1523578860,-0.240328,0.704117,-7.630457,-7.336773,-5.900055,-3.533510,-4.242625,-2.016748,-1.453870,-0.866328
1523578920,-0.240328,0.723345,-7.630457,-7.336773,-5.900055,-3.592265,-4.242625,-2.016748,-1.494589,-0.900425
1523578980,-0.240328,0.761794,-7.633346,-7.336773,-5.900055,-3.599156,-4.242625,-2.016748,-1.453870,-0.900425
1523579040,-0.240328,0.781017,-7.630457,-7.336773,-5.900055,-3.595372,-4.242625,-2.016748,-1.494589,-0.900425
1523579100,-0.240328,0.800240,-7.630457,-7.336773,-5.900055,-3.592537,-4.242625,-2.016748,-1.494590,-0.900425
1523579160,-0.222615,0.819462,-7.630457,-7.336773,-5.900055,-3.598113,-4.242625,-2.016748,-1.494590,-0.900425
1523579220,-0.222615,0.819462,-7.630457,-7.336773,-5.900055,-3.597866,-4.242625,-2.016748,-1.494590,-0.900425
1523579280,-0.222615,0.857912,-7.633346,-7.336773,-5.900055,-3.591749,-4.242625,-2.016748,-1.494590,-0.934520
1523579340,-0.222615,0.877135,-7.630457,-7.336773,-5.900055,-3.595004,-4.242625,-2.016748,-1.494589,-0.934520
1523579400,-0.187184,0.896358,-7.630457,-7.336773,-5.900055,-3.593300,-4.242625,-2.016748,-1.535309,-0.934520
1523579460,-0.187185,0.896358,-7.630457,-7.336773,-5.900055,-3.594094,-4.242625,-2.044107,-1.535310,-1.002713
1523579520,-0.187185,0.915585,-7.633346,-7.336773,-5.900055,-3.594466,-4.242625,-2.044106,-1.535310,-1.002713
1523579580,-0.187185,0.954030,-7.630457,-7.336773,-5.900055,-3.595759,-4.242625,-2.044106,-1.535310,-1.002713
1523579640,-0.187184,0.954030,-7.630457,-7.336773,-5.900055,-3.543844,-4.242625,-2.044106,-1.535309,-1.002713
1523579700,-0.169471,0.954030,-7.630457,-7.336773,-5.561681,-3.503942,-4.242625,-2.044106,-1.616748,-1.002713
1523579760,-0.169471,0.973253,-7.630457,-7.336773,-5.575021,-3.521643,-4.242625,-2.044106,-1.616749,-1.002713
1523579820,-0.151758,0.973253,-7.630457,-7.336773,-5.579618,-3.748840,-4.242625,-2.044106,-1.616748,-1.002713
1523579880,-0.098614,0.954030,-7.630457,-7.336773,-5.566078,-3.762218,-4.242625,-2.044106,-1.535309,-1.002713
1523579940,-0.240328,0.877135,-7.630457,-7.336773,-5.566591,-3.739194,-4.242625,-2.044106,-1.616748,-1.002713
1523580000,-0.258041,0.857912,-7.630457,-7.336773,-5.421782,-3.688914,-4.242625,-2.044106,-1.616749,-1.002713
1523580060,-0.399755,0.800240,-7.630457,-7.336773,-5.381728,-3.673733,-4.242625,-2.044106,-1.616749,-1.002713
1523580120,-0.488330,0.723345,-7.633346,-7.336773,-5.378942,-3.669109,-4.242625,-2.044106,-1.616749,-1.002713
1523580180,-0.506043,0.684899,-7.630457,-7.336773,-5.309414,-3.666873,-4.242625,-2.044107,-1.616749,-1.002713
1523580240,-0.435186,0.627222,-7.630457,-7.336773,-5.284240,-3.665195,-4.242625,-2.016748,-1.616748,-1.002713
1523580300,-0.417473,0.608000,-7.630457,-7.336773,-5.264356,-3.663998,-4.242625,-1.989389,-1.535309,-1.002713
1523580360,-0.346616,0.588777,-7.630457,-7.336773,-5.256399,-3.662884,-4.242625,-1.989389,-1.535310,-1.002713
1523580420,-0.346616,0.588777,-7.633346,-4.709357,-5.246590,-3.664906,-4.242625,-2.016748,-1.535310,-1.002713
1523580480,-0.328898,0.569554,-7.630457,1.020621,-5.225127,-3.665708,-4.242625,-2.016748,-1.535309,-1.002713
1523580540,-0.328900,0.569554,-7.630457,1.899206,-5.249411,-3.663334,-4.242625,-2.016748,-1.494589,-1.002713
1523580600,-0.328898,0.569554,-7.630457,2.033923,-5.298066,-3.662081,-4.242625,-2.044107,-1.494589,-1.002713
1523580660,-0.311185,0.569554,-7.630457,2.054578,-5.357006,-3.659797,-4.242625,-2.044106,-1.535309,-1.002713
1523580720,-0.311185,0.569554,-7.630457,2.057707,-5.389087,-3.658210,-4.242625,-2.044106,-1.535310,-1.002713
1523580780,-0.311185,0.569554,-7.630457,2.058224,-5.468263,-3.658323,-4.242625,-2.044106,-1.535309,-1.002713
1523580840,-0.311185,0.588777,-7.630457,2.058305,-5.483722,-3.659846,-4.242625,-2.044107,-1.494589,-1.002713
1523580900,-0.311185,0.588777,-7.630457,2.058308,-5.518542,-3.657275,-4.242625,-2.016748,-1.453870,-1.002713
1523580960,-0.328898,0.588777,-7.630457,2.058307,-5.536256,-3.661397,-4.242625,-2.016748,-1.453870,-1.002713
1523581020,-0.311185,0.608000,-7.630457,2.058307,-5.544717,-3.662051,-4.242625,-1.989389,-1.413150,-0.934520
1523581080,-0.311185,0.608000,-7.630457,2.058307,-5.516923,-3.660729,-4.242625,-1.989389,-1.331711,-0.934520
1523581140,-0.311185,0.627222,-7.630457,2.058307,-5.505653,-3.663339,-4.242625,-1.989389,-1.331710,-0.900425
1523581200,-0.275759,0.665672,-7.630457,2.058307,-5.522994,-3.660940,-4.242625,-1.989389,-1.413150,-0.934520
1523581260,-0.275759,0.665672,-7.630457,2.058307,-5.522994,-3.660940,-4.242625,-1.989389,-1.413150,-0.934520
1523581320,-0.275759,0.684899,-7.630457,2.058307,-5.469417,-3.661094,-4.242625,-1.962031,-1.413150,-0.934520
1523581380,-0.275759,0.684899,-7.630457,2.058307,-5.494715,-3.657176,-4.242625,-1.962031,-1.290990,-0.900425
1523581440,-0.311185,0.704117,-7.630457,2.058307,-5.515307,-3.657570,-4.242625,-1.907314,-1.250270,-0.900425
1523581500,-0.258041,0.704117,-7.630457,2.058307,-5.540829,-3.655015,-4.242625,-1.907313,-1.209551,-0.866328
1523581560,-0.258041,0.723345,-7.630457,2.058307,-5.550311,-3.654454,-4.242625,-1.907313,-1.209551,-0.832232
1523581620,-0.275759,0.761794,-7.630457,2.058307,-5.557019,-3.655732,-4.242625,-1.907313,-1.209551,-0.764040
1523581680,-0.258041,0.761794,-7.630457,2.058307,-5.563698,-3.653135,-4.242625,-1.907313,-1.128110,-0.764040
1523581740,-0.258041,0.781017,-7.630457,2.058307,-5.559789,-3.654336,-4.242625,-1.907313,-1.128111,-0.729944
1523581800,-0.258041,0.781017,-7.630457,2.058307,-5.560052,-3.653143,-4.242625,-1.907313,-1.128111,-0.729944
1523581860,-0.240328,0.800240,-7.630457,2.058307,-5.500405,-3.655138,-4.242625,-1.907313,-1.128110,-0.729944
1523581920,-0.258041,0.761794,-7.630457,2.058307,-5.448703,-3.655411,-4.242625,-1.907313,-1.209551,-0.729944
1523581980,-0.435186,0.704117,-7.630457,2.058307,-5.418497,-3.656019,-4.242625,-1.907314,-1.209551,-0.729944
1523582040,-0.541473,0.704117,-7.630457,2.058307,-5.309324,-3.658124,-4.242625,-1.879955,-1.209551,-0.729944
1523582100,-0.630043,0.665672,-7.630457,2.058308,-5.265789,-3.657446,-4.242625,-1.825237,-1.209551,-0.695849
1523582160,-0.700900,0.608000,-7.630457,2.058307,-5.264077,-3.657168,-4.242625,-1.825237,-1.128110,-0.525368
1523582220,-0.612330,0.588777,-7.630457,2.058307,-5.278089,-3.655843,-4.242625,-1.825237,-1.046671,-0.184409
1523582280,-0.576900,0.569554,-7.630457,2.058307,-5.298918,-3.657131,-4.242625,-1.852595,-1.005951,0.020167
1523582340,-0.523760,0.569554,-7.630457,2.058307,-5.329368,-3.660564,-4.242625,-1.852595,-0.883791,0.292935
1523582400,-0.506043,0.531104,-7.630457,2.058307,-5.366782,-3.656324,-4.242625,-1.879955,-0.924512,0.667992
1523582460,-0.364329,0.569554,-7.630457,2.058307,-5.407517,-3.662429,-4.242625,-1.879955,-1.005951,0.702087
1523582520,-0.488330,0.569554,-7.630457,2.058307,-5.455539,-3.667406,-4.242625,-1.907314,-1.046671,0.599799
1523582580,-0.346616,0.569554,-7.630457,2.058307,-5.493460,-3.664299,-4.242625,-1.907313,-1.046671,0.429320
1523582640,-0.311185,0.569554,-7.630457,2.058307,-5.526214,-3.661079,-4.242625,-1.907313,-1.087392,0.258840
1523582700,-0.452903,0.588777,-7.630457,2.058307,-5.546178,-3.671730,-4.242625,-1.907313,-1.087391,0.122455
1523582760,-0.452903,0.588777,-7.630457,2.058307,-5.562242,-3.673828,-4.242625,-1.907313,-1.087392,-0.013929
1523582820,-0.488330,0.608000,-7.630457,2.058307,-5.565137,-3.673096,-4.242625,-1.907314,-1.128110,-0.082121
1523582880,-0.488330,0.608000,-7.630457,2.058307,-5.566862,-3.655963,-4.242625,-1.879955,-1.128111,-0.184409
1523582940,-0.452903,0.627222,-7.630457,2.058307,-5.576814,-3.628836,-4.242625,-1.879954,-1.128111,-0.252600
1523583000,-0.488330,0.665672,-7.630457,2.058308,-5.576169,-3.632130,-4.242625,-1.879954,-1.128111,-0.320793
1523583060,-0.452903,0.665672,-7.630457,2.058307,-5.575513,-3.632473,-4.242625,-1.879954,-1.128111,-0.354888
1523583120,-0.488330,0.684899,-7.630457,2.058307,-5.584400,-3.631451,-4.242625,-1.879954,-1.128111,-0.423081
1523583180,-0.488330,0.684899,-7.630457,2.058307,-5.571611,-3.631805,-4.242625,-1.879954,-1.128111,-0.491273
