finish_timestamp,start_timestamp,predicted_label,invalid,anomaly_score
374400.1,374400.05,normal,false,1.2880828
375000.05,375000.0,normal,false,1.5477965
375000.1,375000.05,normal,false,1.274629
375600.05,375600.0,normal,false,1.3695072
375600.1,375600.05,normal,false,1.6114385
376200.05,376200.0,normal,false,1.6698519
376200.1,376200.05,anomaly,false,1.9230391
376800.05,376800.0,normal,false,1.3366239
376800.1,376800.05,normal,false,1.6490957
377400.05,377400.0,normal,false,1.2450116
377400.1,377400.05,normal,false,1.1698741
378000.05,378000.0,normal,false,1.3305584
378000.1,378000.05,normal,false,1.3663353
378600.05,378600.0,normal,false,1.6700841
378600.1,378600.05,normal,false,1.4460495
379200.05,379200.0,normal,false,1.3351009
379200.1,379200.05,normal,false,1.6064075
379800.05,379800.0,normal,false,1.1509596
379800.1,379800.05,normal,false,1.5333283
380400.05,380400.0,normal,false,1.4732271
380400.1,380400.05,normal,false,1.2507452
381000.05,381000.0,normal,false,1.5124289
381000.1,381000.05,normal,false,1.7030531
381600.05,381600.0,normal,false,1.6625024
381600.1,381600.05,normal,false,1.7228645
382200.05,382200.0,normal,false,1.553337
382200.1,382200.05,normal,false,1.6497748
382800.05,382800.0,normal,false,1.5265107
382800.1,382800.05,normal,false,1.6351961
383400.05,383400.0,normal,false,1.5819008
383400.1,383400.05,normal,false,1.3325214
384000.05,384000.0,normal,false,1.2993536
384000.1,384000.05,normal,false,1.3698366
384600.05,384600.0,anomaly,false,1.9040388
384600.1,384600.05,normal,false,1.6904286
385200.05,385200.0,normal,false,1.163733
385200.1,385200.05,normal,false,1.2545094
385800.05,385800.0,normal,false,1.6868484
385800.1,385800.05,normal,false,1.7105638
386400.05,386400.0,anomaly,false,1.8977991
386400.1,386400.05,normal,false,1.5153409
387000.05,387000.0,normal,false,1.4124466
387000.1,387000.05,normal,false,1.3413111
387600.05,387600.0,normal,false,1.4971823
387600.1,387600.05,normal,false,1.4961379
388200.05,388200.0,anomaly,false,1.7880425
388200.1,388200.05,normal,false,1.7462537
388800.05,388800.0,anomaly,false,1.7666577
388800.1,388800.05,anomaly,false,1.9553648
389400.05,389400.0,anomaly,false,1.8805424
389400.1,389400.05,normal,false,1.485147
390000.05,390000.0,normal,false,1.6868798
390000.1,390000.05,anomaly,false,2.0190566
390600.05,390600.0,anomaly,false,1.8297578
390600.1,390600.05,normal,false,1.7489785
391200.05,391200.0,normal,false,1.6897273
391200.1,391200.05,anomaly,false,2.0110912
391800.05,391800.0,anomaly,false,1.7772995
391800.1,391800.05,anomaly,false,2.0292203
392400.05,392400.0,normal,false,1.7386513
392400.1,392400.05,normal,false,1.4805967
393000.05,393000.0,normal,false,1.7349956
393000.1,393000.05,normal,false,1.7293096
393600.05,393600.0,normal,false,1.6334952
393600.1,393600.05,normal,false,1.5895077
394200.05,394200.0,anomaly,false,1.8112044
394200.1,394200.05,anomaly,false,1.8162115
394800.05,394800.0,anomaly,false,1.9886688
394800.1,394800.05,anomaly,false,1.9444201
395400.05,395400.0,anomaly,false,1.8073126
395400.1,395400.05,normal,false,1.7368096
396000.05,396000.0,anomaly,false,1.9307445
396000.1,396000.05,anomaly,false,1.8749346
396600.05,396600.0,normal,false,1.7136124
396600.1,396600.05,normal,false,1.6221336
397200.05,397200.0,anomaly,false,1.9780602
397200.1,397200.05,anomaly,false,1.8577108
397800.05,397800.0,anomaly,false,1.9927042
397800.1,397800.05,normal,false,1.7069597
398400.05,398400.0,anomaly,false,1.8195829
398400.1,398400.05,normal,false,1.5313267
399000.05,399000.0,normal,false,1.4376684
399000.1,399000.05,anomaly,false,2.1180177
399600.05,399600.0,anomaly,false,1.811176
399600.1,399600.05,normal,false,1.6468569
400200.05,400200.0,anomaly,false,1.9701827
400200.1,400200.05,anomaly,false,1.9363563
400800.05,400800.0,normal,false,1.6399261
400800.1,400800.05,normal,false,1.614453
401400.05,401400.0,anomaly,false,1.9728837
401400.1,401400.05,normal,false,1.6693442
402000.05,402000.0,anomaly,false,1.7712328
402000.1,402000.05,anomaly,false,2.0501885
402600.05,402600.0,normal,false,1.7562017
402600.1,402600.05,normal,false,1.7090288
403200.05,403200.0,normal,false,1.4508634
403200.1,403200.05,normal,false,1.4316179
403800.05,403800.0,anomaly,false,1.829806
403800.1,403800.05,anomaly,false,1.8941386
404400.05,404400.0,normal,false,1.5391204
404400.1,404400.05,normal,false,1.4590131
405000.05,405000.0,normal,false,1.2294991
405000.1,405000.05,anomaly,false,1.929405
405600.05,405600.0,normal,false,1.4956077
405600.1,405600.05,anomaly,false,2.191745
406200.05,406200.0,normal,false,1.6432983
406200.1,406200.05,normal,false,1.7487729
406800.05,406800.0,normal,false,1.5715464
406800.1,406800.05,anomaly,false,1.9547133
407400.05,407400.0,normal,false,1.4725257
407400.1,407400.05,normal,false,1.6334776
408000.05,408000.0,anomaly,false,1.8681821
408000.1,408000.05,anomaly,false,1.8236557
408600.05,408600.0,anomaly,false,1.8271906
408600.1,408600.05,anomaly,false,1.9635673
409200.05,409200.0,anomaly,false,2.0199642
409200.1,409200.05,anomaly,false,1.9648098
409800.05,409800.0,anomaly,false,1.7982905
409800.1,409800.05,anomaly,false,1.8038359
410400.05,410400.0,anomaly,false,1.8780538
410400.1,410400.05,normal,false,1.6626706
411000.05,411000.0,anomaly,false,1.897708
411000.1,411000.05,anomaly,false,1.8258227
411600.05,411600.0,normal,false,1.4277619
411600.1,411600.05,normal,false,1.73612
412200.05,412200.0,anomaly,false,1.8303697
412200.1,412200.05,anomaly,false,1.767373
412800.05,412800.0,normal,false,1.4494708
412800.1,412800.05,normal,false,1.6959411
413400.05,413400.0,anomaly,false,1.8766402
413400.1,413400.05,anomaly,false,1.9627364
414000.05,414000.0,anomaly,false,1.8109753
414000.1,414000.05,anomaly,false,1.898767
414600.05,414600.0,normal,false,1.6675193
414600.1,414600.05,anomaly,false,1.8739382
415200.05,415200.0,anomaly,false,1.9464673
415200.1,415200.05,anomaly,false,2.153119
415800.05,415800.0,normal,false,1.7560625
415800.1,415800.05,anomaly,false,1.8459598
416400.05,416400.0,normal,false,1.5627499
416400.1,416400.05,normal,false,1.4838263
417000.05,417000.0,anomaly,false,1.9777046
417000.1,417000.05,normal,false,1.693504
417600.05,417600.0,normal,false,1.6451188
417600.1,417600.05,normal,false,1.4258989
418200.05,418200.0,anomaly,false,2.0728323
418200.1,418200.05,anomaly,false,1.9496248
418800.05,418800.0,anomaly,false,2.0084164
418800.1,418800.05,anomaly,false,1.8103594
419400.05,419400.0,anomaly,false,1.966087
419400.1,419400.05,normal,false,1.7092668
420000.05,420000.0,anomaly,false,1.7762583
420000.1,420000.05,anomaly,false,1.975119
420600.05,420600.0,anomaly,false,2.043755
420600.1,420600.05,anomaly,false,2.1678035
421200.05,421200.0,anomaly,false,2.2631066
421200.1,421200.05,anomaly,false,2.3086748
421800.05,421800.0,anomaly,false,2.2853498
421800.1,421800.05,anomaly,false,2.478015
422400.05,422400.0,anomaly,false,2.4631464
422400.1,422400.05,anomaly,false,1.9253196
423000.05,423000.0,anomaly,false,2.157855
423000.1,423000.05,anomaly,false,2.2652123
423600.05,423600.0,anomaly,false,2.4181054
423600.1,423600.05,anomaly,false,2.4202328
424200.05,424200.0,anomaly,false,2.389277
424200.1,424200.05,anomaly,false,2.478198
424800.05,424800.0,anomaly,false,2.2630966
424800.1,424800.05,anomaly,false,2.274246
425400.05,425400.0,anomaly,false,2.452003
425400.1,425400.05,anomaly,false,1.966344
426000.05,426000.0,anomaly,false,2.59878
426000.1,426000.05,anomaly,false,2.2807183
426600.05,426600.0,anomaly,false,2.288645
426600.1,426600.05,anomaly,false,2.0995748
427200.05,427200.0,anomaly,false,2.523627
427200.1,427200.05,anomaly,false,2.1919293
427800.05,427800.0,anomaly,false,2.3698847
427800.1,427800.05,anomaly,false,2.4530714
428400.05,428400.0,anomaly,false,2.1933343
428400.1,428400.05,anomaly,false,2.6869986
429000.05,429000.0,anomaly,false,2.1908448
429000.1,429000.05,anomaly,false,2.284081
429600.05,429600.0,anomaly,false,2.3806932
429600.1,429600.05,anomaly,false,2.1220622
430200.05,430200.0,anomaly,false,2.2907171
430200.1,430200.05,anomaly,false,2.195834
430800.05,430800.0,anomaly,false,2.4442549
430800.1,430800.05,anomaly,false,2.2247431
431400.05,431400.0,anomaly,false,2.119995
431400.1,431400.05,anomaly,false,2.4274724
