timestamp,bearing_1,bearing_2,bearing_3,bearing_4
2027587,-0.039,-0.090,0.095,0.000
2027588,-0.037,-0.049,-0.002,0.085
2027589,-0.061,-0.066,0.054,0.078
2027590,-0.029,-0.056,0.181,0.071
2027591,-0.002,0.007,-0.034,-0.005
2027592,-0.054,-0.134,-0.093,-0.044
2027593,-0.100,0.078,0.000,0.000
2027594,-0.073,-0.017,-0.002,0.083
2027595,0.039,-0.005,-0.007,0.051
2027596,0.073,0.071,-0.095,-0.010
2027597,0.068,-0.044,-0.112,-0.029
2027598,0.002,-0.044,-0.015,0.007
2027599,0.015,0.078,-0.012,0.010
2027600,0.051,-0.029,-0.105,-0.020
2027601,0.005,-0.007,-0.042,-0.068
2027602,-0.037,-0.059,-0.034,-0.059
2027603,-0.122,-0.063,-0.117,-0.012
2027604,-0.024,0.139,0.015,0.039
2027605,0.000,-0.132,0.120,0.015
2027606,0.002,-0.112,0.037,-0.032
2027607,-0.076,-0.061,-0.117,-0.034
2027608,-0.022,0.012,0.105,-0.010
2027609,0.081,-0.073,0.168,0.056
2027610,-0.017,-0.037,-0.002,0.056
2027611,-0.085,-0.107,-0.120,-0.012
2027612,-0.098,-0.115,-0.007,-0.007
2027613,0.027,0.015,-0.005,0.029
2027614,0.073,-0.051,-0.037,-0.015
2027615,0.044,-0.059,0.002,-0.071
2027616,-0.010,0.027,0.093,-0.056
2027617,-0.002,0.098,-0.063,-0.066
2027618,0.076,0.134,-0.095,-0.027
2027619,0.110,0.107,0.068,-0.068
2027620,0.071,0.186,0.093,-0.083
2027621,0.059,0.183,-0.034,-0.090
2027622,-0.129,0.066,0.029,-0.015
2027623,-0.049,-0.020,0.112,0.027
2027624,0.044,0.117,0.044,-0.066
2027625,0.098,0.208,0.071,-0.076
2027626,0.005,0.022,0.007,-0.022
2027627,-0.085,-0.044,-0.012,0.037
2027628,-0.020,-0.068,0.044,0.034
2027629,-0.015,0.049,0.005,0.063
2027630,-0.010,-0.068,0.088,0.012
2027631,0.076,-0.042,0.173,-0.081
2027632,0.022,0.000,0.139,-0.085
2027633,0.015,0.068,0.129,0.022
2027634,-0.007,0.100,0.029,0.088
2027635,0.032,-0.015,0.081,0.037
2027636,0.042,0.044,0.010,-0.078
2027637,0.063,0.117,-0.081,-0.132
2027638,0.127,0.017,0.007,-0.066
2027639,0.034,0.049,-0.063,0.063
2027640,0.005,0.154,-0.044,0.027
2027641,0.034,-0.044,0.042,0.010
2027642,-0.039,-0.022,0.044,-0.088
2027643,-0.007,0.134,0.010,-0.054
2027644,0.012,-0.044,0.117,0.020
2027645,0.034,-0.117,-0.220,0.054
2027646,-0.059,-0.061,-0.312,0.015
2027647,-0.063,-0.032,-0.071,-0.032
2027648,-0.024,-0.129,0.024,0.007
2027649,-0.012,-0.200,-0.007,0.027
2027650,-0.103,-0.129,0.098,0.081
2027651,-0.142,-0.022,-0.005,0.054
2027652,-0.078,-0.027,-0.129,0.015
2027653,-0.010,-0.146,-0.059,-0.015
2027654,0.051,0.005,-0.059,-0.042
2027655,0.000,0.020,-0.034,-0.068
2027656,-0.051,0.061,0.129,0.042
2027657,0.037,0.027,0.151,0.017
2027658,0.164,0.068,-0.034,-0.073
2027659,0.081,0.166,-0.149,-0.100
2027660,-0.027,0.049,0.125,-0.100
2027661,-0.063,-0.117,0.151,-0.010
2027662,-0.042,-0.024,-0.215,-0.034
2027663,-0.012,0.154,-0.005,-0.020
2027664,-0.007,0.212,0.139,-0.100
2027665,0.015,0.105,-0.022,-0.061
2027666,0.044,-0.034,-0.037,-0.068
2027667,-0.037,-0.015,0.068,-0.012
2027668,-0.149,-0.115,0.085,0.049
2027669,-0.210,0.022,-0.022,-0.024
2027670,-0.056,0.046,0.088,-0.073
2027671,-0.005,-0.122,0.110,-0.027
2027672,-0.037,-0.029,0.042,0.049
2027673,-0.054,0.037,-0.010,0.088
2027674,-0.090,0.134,-0.017,0.029
2027675,-0.024,-0.154,-0.046,-0.066
2027676,0.083,-0.159,-0.029,-0.029
2027677,0.105,0.117,-0.103,0.061
2027678,0.063,0.217,-0.015,0.024
2027679,0.078,0.244,0.085,-0.049
2027680,0.078,0.144,-0.139,-0.027
2027681,0.010,0.020,-0.095,0.015
2027682,-0.039,0.005,0.063,-0.007
2027683,-0.039,0.098,-0.017,-0.059
2027684,0.015,0.032,-0.100,-0.012
2027685,0.061,-0.037,0.134,0.037
2027686,-0.005,-0.015,0.044,0.051
2027687,-0.159,-0.107,0.042,0.024
2027688,-0.186,-0.205,0.068,-0.020
2027689,-0.063,-0.039,-0.056,0.024
2027690,0.032,-0.085,0.049,-0.005
2027691,-0.005,-0.122,-0.020,0.010
2027692,-0.134,-0.098,-0.020,-0.002
2027693,-0.151,-0.042,-0.032,-0.063
2027694,0.020,0.000,-0.022,-0.125
2027695,0.015,-0.022,-0.027,-0.051
2027696,-0.027,0.015,0.010,0.017
2027697,-0.061,0.107,-0.005,-0.007
2027698,-0.081,0.112,0.098,-0.063
2027699,-0.032,0.105,-0.039,-0.090
2027700,0.000,-0.044,-0.132,-0.142
2027701,0.117,-0.056,0.029,-0.073
2027702,0.046,0.056,0.007,0.000
2027703,-0.002,0.112,0.007,0.007
2027704,-0.002,0.034,-0.027,0.005
2027705,-0.037,0.090,0.068,0.000
2027706,-0.073,-0.020,0.000,-0.056
2027707,-0.090,-0.061,-0.027,0.002
2027708,-0.039,0.027,0.061,0.005
2027709,-0.032,0.039,0.103,0.039
2027710,-0.051,-0.044,0.098,0.042
2027711,-0.063,-0.044,0.127,0.029
2027712,-0.056,-0.037,0.181,0.005
2027713,-0.027,-0.022,0.198,0.063
2027714,0.073,0.120,0.059,0.032
2027715,-0.029,0.073,0.051,-0.007
2027716,-0.032,0.088,-0.286,-0.029
2027717,0.068,0.073,0.144,-0.024
2027718,0.061,0.042,-0.339,-0.027
2027719,-0.007,0.076,-0.381,-0.010
2027720,-0.020,-0.015,-0.017,-0.039
2027721,0.046,0.081,0.090,-0.054
2027722,0.005,0.103,0.051,-0.032
2027723,0.022,0.127,-0.146,0.010
2027724,0.015,0.125,0.156,0.066
2027725,-0.051,-0.063,-0.010,0.037
2027726,-0.090,-0.056,0.032,-0.032
2027727,-0.061,0.000,0.061,-0.024
2027728,-0.078,-0.090,-0.134,-0.032
2027729,-0.039,0.066,0.078,0.032
2027730,-0.081,-0.129,0.034,0.076
2027731,-0.029,-0.056,0.002,0.007
2027732,-0.063,-0.056,-0.063,-0.034
2027733,-0.037,-0.076,0.054,0.056
2027734,0.015,-0.107,0.042,0.088
2027735,-0.024,0.015,0.110,0.042
2027736,-0.054,-0.034,-0.081,0.002
2027737,0.027,0.024,0.012,-0.015
2027738,-0.022,0.059,-0.212,-0.044
2027739,0.132,-0.090,-0.039,-0.017
2027740,0.032,0.049,0.032,0.032
2027741,-0.088,0.129,-0.071,0.027
2027742,-0.120,0.137,0.076,-0.044
2027743,-0.110,0.002,-0.032,-0.020
2027744,0.098,-0.142,0.166,-0.022
2027745,0.095,0.049,0.081,0.017
2027746,0.017,0.017,-0.173,0.029
2027747,-0.176,-0.007,-0.068,0.044
2027748,-0.107,-0.076,0.154,0.012
2027749,0.100,-0.015,0.002,0.059
2027750,0.112,0.103,0.049,0.059
2027751,0.000,0.015,-0.059,-0.012
2027752,-0.176,-0.015,0.171,-0.051
2027753,-0.076,-0.010,0.105,-0.007
2027754,0.054,0.049,-0.115,0.066
2027755,0.061,-0.125,0.017,0.115
2027756,-0.039,0.095,-0.032,0.024
2027757,-0.095,-0.010,-0.093,-0.078
2027758,-0.049,0.039,-0.029,-0.129
2027759,0.127,0.027,-0.076,-0.068
2027760,0.076,0.066,-0.063,0.068
2027761,-0.171,0.049,0.015,0.081
2027762,-0.037,0.012,-0.142,0.012
2027763,0.117,0.178,-0.083,-0.073
2027764,0.088,0.098,-0.056,-0.066
2027765,-0.002,-0.022,-0.093,0.022
2027766,-0.151,-0.132,-0.132,0.078
2027767,-0.046,0.061,0.144,0.076
2027768,0.073,0.054,0.071,-0.002
2027769,0.032,-0.098,0.037,-0.022
2027770,-0.085,0.017,-0.010,-0.061
2027771,-0.178,-0.073,0.076,-0.015
2027772,-0.068,0.029,0.059,0.037
2027773,0.039,-0.024,-0.024,0.078
2027774,0.132,-0.054,-0.049,-0.015
2027775,0.063,-0.022,-0.012,-0.127
2027776,-0.059,-0.103,0.051,-0.125
2027777,0.046,0.029,-0.088,-0.015
2027778,0.071,0.051,0.142,0.068
2027779,0.005,0.012,0.139,0.044
2027780,0.032,0.044,-0.034,-0.068
2027781,-0.020,0.149,-0.125,-0.098
2027782,0.005,0.149,0.068,-0.076
2027783,0.049,-0.027,0.195,-0.029
2027784,0.017,0.007,0.020,0.002
2027785,-0.076,-0.024,-0.015,-0.029
2027786,-0.046,0.007,-0.046,-0.122
2027787,0.037,0.032,0.063,-0.071
2027788,0.017,-0.039,-0.051,0.073
2027789,-0.071,0.093,0.024,0.061
2027790,-0.015,0.017,-0.012,0.044
2027791,-0.103,-0.073,-0.039,-0.020
2027792,-0.083,-0.049,0.000,-0.012
2027793,-0.042,-0.032,0.007,0.027
2027794,0.024,-0.024,-0.002,0.032
2027795,-0.032,0.049,0.015,0.002
2027796,-0.083,0.037,0.073,-0.012
2027797,0.034,-0.100,0.000,-0.010
2027798,0.063,0.042,-0.100,0.015
2027799,0.044,0.017,-0.042,0.020
2027800,0.000,0.007,0.000,-0.056
2027801,0.034,0.073,-0.032,-0.029
2027802,-0.015,0.032,-0.085,0.039
2027803,0.024,0.137,-0.078,0.000
2027804,0.051,-0.071,0.122,-0.002
2027805,0.042,-0.005,0.012,0.005
2027806,0.056,-0.103,-0.042,-0.007
2027807,-0.010,-0.059,-0.251,-0.020
2027808,0.056,-0.059,0.405,0.005
2027809,0.032,-0.020,-0.085,0.037
2027810,0.034,-0.020,-0.259,0.039
2027811,-0.012,-0.144,0.071,0.027
2027812,-0.078,-0.125,0.195,0.000
2027813,-0.020,-0.093,0.029,0.071
2027814,0.103,-0.046,-0.146,0.042
2027815,0.083,0.029,0.122,0.056
2027816,-0.024,-0.085,0.100,-0.015
2027817,-0.005,-0.022,0.068,-0.071
2027818,0.042,0.015,-0.125,-0.029
2027819,0.090,0.056,-0.034,0.063
2027820,0.042,0.090,0.110,0.044
2027821,0.076,0.088,-0.122,-0.068
2027822,0.078,0.098,-0.134,-0.071
2027823,0.022,-0.137,0.017,-0.010
2027824,-0.056,0.093,0.115,0.024
2027825,-0.027,0.125,0.015,-0.007
2027826,0.027,0.208,-0.042,-0.015
2027827,0.068,0.044,0.039,-0.034
2027828,0.061,-0.093,0.220,-0.039
2027829,0.029,-0.024,-0.049,-0.059
2027830,-0.095,0.046,-0.161,0.042
2027831,-0.056,-0.012,0.073,0.078
2027832,0.002,-0.063,0.068,0.024
2027833,-0.002,-0.049,0.012,-0.007
2027834,0.042,-0.073,-0.039,-0.027
2027835,0.007,0.007,-0.037,-0.012
2027836,-0.027,-0.068,-0.054,0.017
2027837,-0.010,-0.010,-0.071,0.007
2027838,0.017,-0.071,-0.105,0.015
2027839,0.002,0.034,0.017,-0.007
2027840,0.002,0.044,-0.017,-0.007
2027841,0.059,0.054,-0.151,-0.034
2027842,0.105,0.059,-0.183,0.037
2027843,-0.059,-0.029,0.022,0.037
2027844,-0.117,-0.027,-0.176,-0.081
2027845,0.083,0.034,-0.103,-0.017
2027846,0.120,0.098,0.051,-0.081
2027847,0.002,-0.039,0.073,-0.010
2027848,-0.027,-0.176,-0.095,0.015
2027849,-0.010,-0.210,-0.063,0.042
2027850,0.010,-0.034,-0.002,0.061
2027851,0.042,-0.149,-0.127,0.090
2027852,0.042,-0.112,-0.139,0.063
2027853,-0.029,-0.125,0.044,-0.034
2027854,0.000,-0.151,-0.061,-0.032
2027855,0.020,-0.115,0.005,0.088
2027856,-0.010,-0.103,0.000,0.132
2027857,-0.037,-0.090,-0.100,0.066
2027858,0.007,-0.085,0.137,-0.049
2027859,-0.002,-0.107,-0.002,-0.078
2027860,-0.034,0.066,-0.254,0.000
2027861,-0.059,0.139,0.034,0.066
2027862,0.017,0.063,0.146,0.044
2027863,0.071,-0.061,-0.098,-0.024
2027864,0.002,-0.117,0.020,-0.151
2027865,0.063,-0.024,0.186,-0.115
2027866,-0.037,0.010,0.095,0.029
2027867,0.044,0.054,-0.166,0.088
2027868,0.037,-0.022,-0.173,0.002
2027869,-0.105,-0.098,0.225,-0.085
2027870,-0.071,-0.024,-0.032,-0.066
2027871,0.012,-0.076,0.015,0.024
2027872,0.049,-0.139,0.107,0.078
2027873,-0.054,-0.144,-0.117,0.020
2027874,-0.034,-0.073,-0.188,-0.027
2027875,-0.005,0.049,0.095,-0.015
2027876,-0.056,-0.015,-0.005,0.032
2027877,-0.076,-0.042,-0.217,-0.056
2027878,-0.042,-0.056,0.105,-0.066
2027879,-0.002,-0.007,0.081,0.027
2027880,0.007,0.146,-0.173,0.071
2027881,0.095,0.256,-0.190,0.046
2027882,0.073,-0.020,0.132,0.010
2027883,0.085,-0.122,-0.024,-0.010
2027884,0.159,-0.015,-0.156,-0.063
2027885,0.137,0.024,0.015,0.029
2027886,-0.039,0.100,0.154,0.115
2027887,-0.068,0.000,-0.054,0.063
2027888,-0.012,-0.071,-0.071,0.010
2027889,0.012,0.073,-0.015,-0.005
2027890,0.012,0.020,0.020,0.085
2027891,-0.022,-0.088,-0.085,0.127
2027892,-0.078,0.005,-0.063,0.071
2027893,-0.042,0.020,0.081,0.081
2027894,0.056,-0.042,-0.020,0.066
2027895,0.095,0.037,-0.129,0.076
2027896,0.015,-0.151,-0.081,0.059
2027897,0.081,-0.088,0.095,0.002
2027898,0.061,-0.044,0.017,-0.010
2027899,0.095,0.061,0.010,0.034
2027900,0.112,0.095,-0.012,0.029
2027901,0.073,0.068,0.085,0.071
2027902,0.073,0.049,-0.042,0.039
2027903,0.010,0.078,-0.090,-0.027
2027904,0.027,0.037,-0.054,-0.049
2027905,0.083,0.103,0.071,-0.020
2027906,0.051,0.051,0.049,-0.005
2027907,0.044,-0.103,-0.010,0.093
2027908,-0.024,-0.059,-0.039,-0.005
2027909,-0.002,0.002,0.000,-0.059
2027910,0.034,0.132,0.054,-0.073
2027911,-0.068,0.020,-0.007,0.027
2027912,-0.115,-0.176,0.120,0.088
2027913,-0.095,-0.229,0.122,0.083
2027914,-0.020,0.005,-0.034,0.063
2027915,0.000,-0.073,-0.110,0.039
2027916,-0.024,-0.093,-0.002,-0.005
2027917,-0.015,-0.017,0.347,0.015
2027918,-0.012,-0.042,0.071,0.034
2027919,0.032,0.071,-0.081,0.051
2027920,0.078,0.005,0.024,0.044
2027921,0.066,0.051,-0.105,-0.049
2027922,0.039,-0.066,-0.244,-0.073
2027923,0.054,0.105,0.010,-0.027
2027924,0.061,0.029,-0.105,0.032
2027925,0.000,0.093,-0.059,0.027
2027926,0.005,0.024,-0.073,-0.042
2027927,0.042,-0.068,0.029,-0.059
2027928,0.049,0.029,-0.120,-0.034
2027929,-0.012,0.083,-0.149,0.002
2027930,-0.054,0.005,0.022,-0.002
2027931,-0.059,-0.120,0.054,-0.012
2027932,-0.034,-0.122,-0.012,0.002
2027933,-0.056,-0.139,0.071,-0.002
2027934,-0.039,-0.105,0.066,0.044
2027935,-0.022,-0.093,-0.078,0.029
2027936,-0.020,-0.039,0.039,0.054
2027937,0.000,-0.146,-0.029,-0.012
2027938,0.051,0.000,-0.032,-0.039
2027939,0.027,-0.029,-0.122,-0.007
2027940,-0.037,0.015,0.002,0.095
2027941,0.024,0.024,-0.059,-0.024
2027942,0.105,0.068,-0.012,-0.039
2027943,0.063,0.002,-0.144,-0.151
2027944,-0.049,0.007,-0.151,-0.039
2027945,0.015,0.125,0.056,-0.029
2027946,-0.005,0.039,0.325,-0.010
2027947,0.054,0.049,0.229,0.027
2027948,0.000,0.000,-0.154,-0.049
2027949,-0.042,-0.083,0.068,-0.095
2027950,-0.046,-0.015,0.151,0.012
2027951,-0.015,-0.071,-0.044,0.046
2027952,0.085,-0.044,-0.024,0.015
2027953,0.034,-0.083,0.078,0.027
2027954,-0.012,-0.093,-0.063,-0.032
2027955,-0.078,-0.098,0.039,-0.071
2027956,-0.071,-0.037,0.088,0.010
2027957,0.076,-0.081,0.078,0.042
2027958,0.129,-0.056,-0.015,0.090
2027959,0.071,-0.039,0.012,0.066
2027960,-0.081,-0.056,-0.039,-0.012
2027961,-0.042,0.059,-0.063,-0.039
2027962,0.061,0.051,0.117,0.007
2027963,0.073,0.020,0.049,0.088
2027964,0.164,0.015,-0.049,-0.024
2027965,0.056,0.168,-0.083,-0.032
2027966,0.029,0.098,0.166,-0.090
2027967,0.066,0.098,0.100,-0.093
2027968,-0.034,-0.015,-0.012,-0.061
2027969,-0.073,-0.002,-0.042,-0.061
2027970,-0.037,0.037,0.034,-0.024
2027971,0.044,-0.015,0.083,0.046
2027972,-0.020,-0.093,-0.039,0.051
2027973,-0.100,-0.061,-0.017,-0.022
2027974,-0.010,-0.063,0.012,-0.017
2027975,0.017,-0.107,0.032,0.034
2027976,-0.007,-0.010,-0.059,0.127
2027977,-0.154,-0.012,0.015,0.020
2027978,-0.181,-0.139,-0.039,-0.049
2027979,-0.081,-0.049,-0.093,-0.105
2027980,0.059,0.037,-0.129,0.000
2027981,0.083,-0.032,-0.068,0.117
2027982,-0.007,0.129,0.015,0.100
2027983,0.061,0.171,0.059,-0.002
2027984,0.095,-0.012,-0.100,0.005
2027985,0.034,-0.044,-0.085,-0.010
2027986,0.073,-0.142,0.007,0.015
2027987,0.005,0.208,-0.029,0.044
2027988,-0.117,0.154,-0.032,0.042
2027989,-0.083,-0.022,-0.024,-0.044
2027990,-0.054,0.071,-0.056,-0.085
2027991,-0.120,0.115,0.144,0.015
2027992,-0.029,-0.022,0.090,0.125
2027993,0.017,-0.198,0.017,0.161
2027994,-0.059,-0.105,0.078,0.090
2027995,-0.071,0.002,0.081,0.005
2027996,-0.020,0.046,0.012,0.037
2027997,-0.007,-0.046,-0.056,0.132
2027998,-0.066,0.054,0.059,0.127
2027999,-0.034,-0.007,0.125,0.105
2028000,0.107,0.007,-0.071,-0.015
2028001,0.225,0.042,-0.112,-0.017
2028002,0.168,0.200,0.007,0.042
2028003,0.024,0.183,0.007,0.095
2028004,-0.002,0.178,-0.132,0.017
2028005,0.049,0.232,-0.195,-0.039
2028006,0.125,0.005,-0.083,-0.081
2028007,0.054,-0.090,0.159,-0.081
2028008,-0.081,-0.093,-0.154,-0.032
2028009,-0.120,0.022,-0.012,0.029
2028010,-0.066,-0.193,0.110,0.054
2028011,-0.042,-0.078,-0.132,0.049
2028012,-0.024,0.083,-0.093,-0.044
2028013,-0.134,-0.200,0.042,-0.032
2028014,-0.146,-0.059,0.112,-0.037
2028015,-0.032,-0.022,-0.076,-0.024
2028016,0.042,0.046,-0.010,0.059
2028017,-0.046,0.007,0.093,-0.010
2028018,-0.022,0.068,-0.103,-0.027
2028019,0.024,-0.027,0.051,-0.073
2028020,-0.007,0.007,0.376,-0.078
2028021,0.002,0.020,-0.127,-0.015
2028022,0.085,0.122,-0.334,0.027
2028023,0.120,0.029,-0.127,-0.049
2028024,0.061,-0.093,0.042,-0.088
2028025,0.012,0.112,-0.129,-0.085
2028026,-0.037,0.159,-0.103,0.022
2028027,0.051,0.078,0.151,0.017
2028028,0.073,-0.073,0.149,-0.002
2028029,-0.049,-0.103,-0.029,-0.051
2028030,-0.137,0.115,-0.012,0.037
2028031,-0.112,-0.012,0.071,0.039
2028032,-0.005,-0.161,0.044,0.044
2028033,0.005,-0.012,0.046,0.017
2028034,-0.073,-0.002,-0.095,0.061
2028035,-0.146,-0.051,-0.042,0.073
2028036,-0.076,-0.051,-0.044,0.100
2028037,0.022,-0.105,0.056,0.046
2028038,0.010,-0.071,0.034,-0.007
2028039,0.037,-0.017,0.022,0.015
2028040,0.037,-0.029,0.078,0.044
2028041,0.044,0.039,-0.039,0.000
2028042,0.061,0.073,-0.073,-0.002
2028043,0.059,0.076,-0.002,0.010
2028044,0.083,0.051,0.085,-0.046
2028045,0.093,0.125,0.032,-0.029
2028046,0.083,-0.015,0.186,0.020
2028047,0.051,-0.068,0.000,-0.024
2028048,0.042,-0.012,0.083,-0.034
2028049,-0.049,-0.168,0.105,-0.059
2028050,0.005,-0.212,0.005,0.017
2028051,0.093,-0.063,-0.024,0.002
2028052,-0.039,-0.071,-0.039,0.005
2028053,-0.042,-0.049,0.129,-0.017
2028054,-0.056,-0.203,-0.039,-0.068
2028055,-0.068,-0.117,-0.039,-0.076
2028056,-0.071,-0.012,0.107,-0.051
2028057,-0.085,-0.046,0.046,0.012
2028058,-0.017,-0.129,-0.012,0.061
2028059,0.022,-0.105,-0.017,-0.034
2028060,0.012,0.154,0.051,-0.037
2028061,-0.005,0.154,-0.049,-0.093
2028062,0.056,-0.022,-0.295,-0.005
2028063,0.098,-0.137,-0.205,-0.027
2028064,0.110,0.039,0.115,-0.032
2028065,-0.020,0.400,0.039,-0.024
2028066,0.034,0.259,-0.056,-0.005
2028067,0.198,0.024,0.002,-0.002
2028068,0.129,0.022,0.144,0.020
2028069,-0.134,0.044,0.039,0.039
2028070,-0.193,0.049,-0.161,-0.027
2028071,-0.024,0.098,-0.039,0.005
2028072,0.071,-0.046,0.220,0.081
2028073,0.066,-0.029,0.024,0.029
2028074,-0.095,0.044,-0.024,-0.015
2028075,-0.049,0.049,0.132,0.024
2028076,-0.029,0.034,0.154,0.093
2028077,-0.005,-0.083,0.010,0.110
2028078,0.042,0.085,-0.093,-0.002
2028079,-0.007,0.093,0.002,-0.046
2028080,0.046,0.044,0.171,-0.042
2028081,0.051,0.024,0.068,0.071
2028082,0.122,0.076,-0.032,0.039
2028083,0.132,0.044,-0.059,-0.010
2028084,0.005,0.098,-0.093,-0.037
2028085,0.015,0.151,0.093,-0.076
2028086,0.063,0.037,-0.022,-0.078
2028087,0.095,0.022,-0.078,0.022
2028088,-0.002,-0.142,0.049,0.073
2028089,-0.063,-0.029,0.015,0.022
2028090,-0.085,0.071,-0.078,-0.032
2028091,-0.037,0.010,0.083,0.012
2028092,0.078,-0.137,0.085,0.005
2028093,0.056,-0.190,0.054,-0.010
2028094,-0.027,-0.071,0.295,-0.007
2028095,-0.039,-0.115,0.288,-0.022
2028096,-0.005,-0.056,0.032,-0.051
2028097,-0.010,-0.247,0.103,-0.020
2028098,0.015,-0.068,0.181,0.007
2028099,0.005,-0.051,-0.125,0.029
2028100,0.020,0.015,-0.139,0.032
2028101,0.024,-0.039,0.093,-0.015
2028102,0.056,-0.066,0.007,-0.071
2028103,-0.015,0.061,-0.234,-0.066
2028104,-0.022,0.171,-0.068,-0.042
2028105,0.020,0.134,0.168,0.027
2028106,0.098,0.164,0.095,0.032
2028107,0.059,0.071,-0.110,-0.002
2028108,-0.120,-0.044,-0.044,-0.044
2028109,-0.078,0.056,0.112,-0.044
2028110,0.051,0.078,0.090,0.073
2028111,0.088,0.010,-0.012,0.078
2028112,-0.034,-0.100,-0.100,0.059
2028113,-0.146,-0.088,0.139,-0.015
2028114,-0.117,0.049,0.063,-0.020
2028115,-0.042,-0.002,-0.012,0.046
2028116,-0.029,-0.063,0.024,0.046
2028117,-0.090,-0.149,0.063,0.044
2028118,-0.137,-0.056,-0.024,0.032
2028119,-0.063,0.032,-0.051,-0.017
2028120,0.046,-0.063,-0.120,0.007
2028121,0.061,-0.042,-0.034,-0.005
2028122,-0.007,-0.122,-0.059,-0.005
2028123,-0.005,-0.078,0.088,-0.051
2028124,0.034,0.115,-0.007,-0.005
2028125,0.095,0.234,-0.298,0.015
2028126,0.015,0.098,-0.186,-0.015
2028127,0.076,-0.095,-0.010,-0.066
2028128,0.002,-0.044,-0.042,-0.073
2028129,0.037,0.112,-0.198,-0.061
2028130,0.129,0.063,-0.120,0.073
2028131,0.029,-0.071,0.034,0.071
2028132,-0.073,-0.134,0.051,-0.044
2028133,-0.037,-0.085,-0.005,-0.078
2028134,-0.051,0.029,-0.027,-0.032
2028135,-0.051,-0.110,0.027,0.049
2028136,-0.051,-0.151,0.037,0.076
2028137,-0.078,-0.151,-0.015,0.034
2028138,-0.005,-0.073,-0.027,0.020
2028139,-0.046,0.034,0.049,0.037
2028140,-0.144,-0.095,0.071,0.085
2028141,-0.032,-0.144,0.154,0.012
2028142,0.061,-0.020,0.085,-0.073
2028143,0.061,0.066,-0.012,-0.056
2028144,-0.054,0.054,-0.051,-0.012
2028145,-0.002,0.049,-0.122,0.005
2028146,0.044,0.061,-0.083,-0.044
2028147,0.049,0.164,-0.105,-0.090
2028148,0.012,0.186,-0.034,-0.105
2028149,0.039,0.095,-0.012,0.017
2028150,0.049,0.090,-0.007,0.039
2028151,0.049,0.078,-0.083,0.029
