timestamp,bearing_1,bearing_2,bearing_3,bearing_4
5000060,-0.073,-0.068,0.005,0.056
5000061,-0.081,-0.010,0.195,0.029
5000062,-0.076,0.024,0.139,0.032
5000063,-0.012,-0.100,0.059,0.022
5000064,-0.027,-0.137,-0.007,0.022
5000065,-0.017,-0.093,0.000,0.022
5000066,-0.039,-0.042,0.051,0.037
5000067,0.024,-0.007,0.022,0.034
5000068,0.017,0.039,0.007,0.029
5000069,0.054,-0.059,0.007,0.020
5000070,0.054,0.022,-0.029,0.020
5000071,0.042,-0.029,-0.039,0.042
5000072,0.061,0.112,0.000,-0.005
5000073,0.115,0.027,-0.076,-0.046
5000074,0.132,0.049,-0.105,-0.046
5000075,-0.022,0.088,-0.090,-0.010
5000076,-0.037,0.000,0.071,-0.044
5000077,0.095,0.078,0.071,-0.010
5000078,0.071,-0.073,-0.212,-0.017
5000079,0.005,-0.007,-0.120,0.007
5000080,-0.095,0.000,-0.015,0.034
5000081,-0.076,-0.081,0.000,0.034
5000082,-0.037,-0.137,-0.127,0.000
5000083,-0.049,-0.105,0.078,0.088
5000084,-0.103,-0.134,0.044,0.083
5000085,-0.122,-0.059,-0.093,0.059
5000086,-0.020,-0.107,0.068,0.034
5000087,0.032,-0.159,0.103,0.020
5000088,0.022,-0.093,-0.010,0.024
5000089,-0.032,-0.068,-0.115,0.012
5000090,-0.024,-0.015,-0.020,-0.017
5000091,0.037,0.020,-0.061,0.007
5000092,0.085,0.044,0.171,0.034
5000093,0.042,0.007,0.037,0.010
5000094,0.020,0.039,0.000,-0.100
5000095,0.061,0.068,-0.002,-0.112
5000096,0.146,0.090,0.056,-0.066
5000097,0.127,0.066,-0.049,0.005
5000098,-0.034,-0.027,-0.193,0.012
5000099,-0.120,0.046,-0.073,-0.071
5000100,0.010,0.076,0.083,-0.078
5000101,0.044,-0.007,0.073,-0.056
5000102,0.020,0.034,0.076,-0.015
5000103,-0.044,0.081,0.005,0.005
5000104,-0.132,-0.015,-0.017,0.049
5000105,-0.088,0.015,0.117,-0.005
5000106,-0.046,-0.042,-0.020,0.010
5000107,-0.068,-0.039,-0.002,-0.044
5000108,-0.078,0.049,0.037,-0.034
5000109,-0.017,-0.037,0.034,-0.015
5000110,0.054,0.046,-0.061,0.017
5000111,0.051,0.012,-0.007,-0.017
5000112,-0.100,0.081,-0.073,-0.046
5000113,-0.042,0.100,-0.032,-0.039
5000114,0.100,0.129,-0.063,-0.073
5000115,0.134,0.061,-0.095,-0.046
5000116,-0.017,0.061,-0.071,-0.022
5000117,-0.127,0.095,-0.093,-0.042
5000118,-0.061,0.042,-0.024,-0.056
5000119,0.044,0.007,-0.020,-0.066
5000120,0.000,0.049,-0.027,-0.076
5000121,-0.037,0.066,-0.037,-0.015
5000122,-0.051,-0.122,0.044,0.054
5000123,0.046,-0.151,0.017,0.090
5000124,-0.010,-0.120,-0.002,0.027
5000125,-0.061,-0.005,0.049,0.007
5000126,-0.078,-0.120,0.107,0.046
5000127,-0.012,-0.107,-0.005,0.068
5000128,0.071,0.042,-0.005,0.044
5000129,0.002,-0.098,0.039,0.027
5000130,0.059,-0.071,-0.061,-0.015
5000131,0.059,-0.063,-0.020,-0.034
5000132,0.125,0.020,-0.085,0.002
5000133,0.039,-0.002,-0.034,-0.024
5000134,0.007,-0.056,0.063,-0.042
5000135,0.049,0.012,0.010,-0.039
5000136,0.020,0.171,-0.205,-0.005
5000137,0.015,0.242,0.022,0.034
5000138,0.127,0.083,0.154,0.005
5000139,0.076,-0.061,-0.022,-0.002
5000140,-0.059,-0.017,-0.095,-0.012
5000141,-0.095,0.078,0.059,0.005
5000142,-0.022,-0.100,0.056,0.012
5000143,0.015,-0.085,0.032,0.049
5000144,-0.007,0.027,0.029,-0.005
5000145,-0.151,-0.081,-0.049,-0.039
5000146,-0.134,-0.059,0.093,-0.020
5000147,-0.017,-0.076,0.112,0.012
5000148,0.034,-0.071,0.117,0.066
5000149,-0.076,0.020,0.068,0.061
5000150,-0.085,-0.034,0.134,-0.044
5000151,0.000,0.022,-0.042,-0.107
5000152,0.093,0.093,-0.085,-0.044
5000153,0.110,0.007,0.085,0.007
5000154,0.078,0.085,0.032,-0.022
5000155,0.046,0.129,-0.085,-0.117
5000156,0.146,0.100,-0.076,-0.103
5000157,0.046,0.183,0.083,-0.015
5000158,-0.090,0.098,0.088,0.042
5000159,-0.022,0.010,0.105,0.015
5000160,0.076,-0.054,-0.105,-0.029
5000161,0.037,0.042,-0.088,-0.027
5000162,-0.078,0.085,0.056,-0.061
5000163,-0.110,-0.005,0.154,-0.015
5000164,-0.032,-0.093,0.015,-0.010
5000165,0.046,0.027,-0.166,0.020
5000166,-0.054,-0.090,0.063,-0.015
5000167,-0.142,-0.154,0.229,0.073
5000168,-0.037,-0.095,-0.100,0.046
5000169,0.049,0.098,-0.112,0.088
5000170,-0.029,-0.002,0.044,0.032
5000171,0.027,-0.020,-0.017,-0.049
5000172,0.068,-0.027,-0.012,-0.054
5000173,0.029,-0.024,-0.098,-0.046
5000174,0.020,0.034,-0.076,-0.017
5000175,0.071,0.112,0.010,-0.081
5000176,0.012,0.186,-0.034,-0.042
5000177,0.015,0.029,-0.122,-0.110
5000178,0.085,0.027,0.012,-0.046
5000179,0.020,0.088,-0.020,-0.002
5000180,0.024,0.212,-0.017,-0.015
5000181,0.024,-0.042,-0.002,-0.044
5000182,0.015,-0.093,0.046,-0.027
5000183,-0.051,-0.112,0.037,0.049
5000184,-0.146,-0.168,-0.020,0.020
5000185,-0.117,-0.027,0.029,-0.007
5000186,-0.098,-0.005,-0.005,-0.044
5000187,0.000,0.061,0.146,0.017
5000188,0.029,-0.125,-0.010,0.007
5000189,-0.044,-0.051,-0.061,0.039
5000190,-0.073,-0.134,0.027,0.007
5000191,-0.015,-0.024,-0.005,0.027
5000192,0.054,0.107,0.122,0.002
5000193,0.022,0.103,-0.002,-0.068
5000194,-0.012,0.225,-0.190,-0.054
5000195,-0.076,0.120,-0.063,-0.061
5000196,-0.037,0.076,0.017,-0.005
5000197,-0.034,-0.063,-0.071,0.007
5000198,-0.039,0.154,-0.063,-0.039
5000199,0.156,0.159,-0.068,-0.081
5000200,0.037,0.049,-0.007,-0.088
5000201,-0.049,0.044,0.015,0.032
5000202,-0.085,0.012,-0.085,0.085
5000203,-0.186,-0.166,-0.015,-0.010
5000204,-0.225,-0.144,0.034,-0.027
5000205,-0.137,0.029,-0.034,-0.020
5000206,-0.112,-0.127,-0.020,0.073
5000207,-0.134,-0.149,-0.173,0.073
5000208,-0.164,-0.142,-0.144,-0.044
5000209,-0.063,-0.056,0.000,-0.044
5000210,-0.034,-0.107,-0.190,0.037
5000211,-0.022,-0.051,-0.144,0.017
5000212,-0.015,0.066,0.073,-0.027
5000213,-0.088,0.166,0.044,-0.002
5000214,0.078,-0.007,-0.256,-0.027
5000215,-0.022,-0.042,-0.295,-0.107
5000216,-0.129,0.115,-0.110,-0.088
5000217,-0.081,0.022,0.007,-0.059
5000218,0.034,0.181,-0.049,0.042
5000219,0.144,0.100,-0.085,0.034
5000220,0.081,0.134,-0.054,0.046
5000221,-0.017,-0.164,0.081,-0.037
5000222,0.007,-0.054,-0.007,-0.042
5000223,-0.007,-0.127,0.054,0.022
5000224,-0.059,0.012,0.164,0.071
5000225,-0.061,0.095,0.037,0.044
5000226,-0.054,-0.042,0.010,-0.005
5000227,-0.098,-0.029,0.027,-0.007
5000228,-0.107,-0.129,0.073,0.007
5000229,-0.017,-0.059,0.078,-0.032
5000230,0.042,-0.012,0.007,0.081
5000231,-0.010,-0.061,0.007,0.049
5000232,-0.078,-0.051,0.061,-0.020
5000233,-0.027,0.066,-0.020,0.005
5000234,0.073,0.103,-0.044,-0.027
5000235,0.017,0.007,-0.024,-0.002
5000236,0.010,-0.056,-0.022,-0.034
5000237,-0.005,0.125,0.088,-0.093
5000238,0.022,0.154,0.010,-0.059
5000239,-0.046,0.127,0.098,-0.007
5000240,-0.015,0.168,0.146,0.015
5000241,-0.007,-0.046,0.071,-0.007
5000242,0.034,0.037,-0.032,-0.034
5000243,-0.007,-0.085,0.134,-0.005
5000244,-0.156,-0.007,0.217,-0.027
5000245,-0.190,-0.017,0.181,0.024
5000246,-0.151,-0.217,0.076,-0.017
5000247,-0.093,-0.266,0.027,-0.005
5000248,-0.066,-0.061,0.068,-0.015
5000249,-0.071,-0.002,0.161,0.017
5000250,-0.205,-0.071,0.295,0.007
5000251,-0.098,0.020,0.022,-0.068
5000252,0.110,-0.105,-0.083,-0.061
5000253,0.188,0.112,0.117,0.037
5000254,-0.017,0.020,0.059,0.110
5000255,-0.085,0.002,-0.181,0.022
5000256,-0.059,0.139,-0.122,-0.083
5000257,0.088,0.156,0.044,-0.132
5000258,0.132,0.166,0.046,-0.071
5000259,0.010,0.071,-0.146,0.098
5000260,-0.051,0.139,0.051,0.002
5000261,-0.115,-0.071,0.154,-0.122
5000262,-0.017,0.073,-0.066,-0.151
5000263,-0.027,0.242,-0.115,-0.071
5000264,-0.071,0.125,0.066,0.015
5000265,-0.078,-0.066,0.210,0.081
5000266,-0.027,-0.198,0.122,0.007
5000267,-0.054,-0.054,0.117,-0.063
5000268,-0.137,-0.093,0.103,-0.042
5000269,-0.090,-0.127,0.059,0.000
5000270,0.029,0.022,-0.015,-0.044
5000271,-0.015,0.117,0.164,0.005
5000272,-0.027,-0.024,0.093,-0.010
5000273,0.012,-0.073,-0.164,-0.027
5000274,0.015,0.081,-0.120,-0.063
5000275,0.056,0.129,0.049,-0.085
5000276,0.125,0.015,-0.037,-0.010
5000277,0.122,0.115,-0.105,-0.017
5000278,0.010,0.090,-0.068,-0.027
5000279,-0.020,0.100,-0.024,-0.059
5000280,-0.032,0.093,-0.132,-0.085
5000281,-0.007,0.117,-0.127,-0.066
5000282,0.054,0.181,0.225,-0.042
5000283,-0.044,-0.051,-0.120,0.076
5000284,-0.061,-0.007,-0.244,0.061
5000285,0.007,0.020,0.044,-0.002
5000286,-0.073,0.022,0.173,0.012
5000287,-0.161,-0.205,-0.081,0.068
5000288,-0.061,0.032,-0.093,0.085
5000289,-0.056,-0.078,0.032,0.093
5000290,-0.149,-0.188,0.115,0.012
5000291,-0.151,-0.144,-0.042,-0.066
5000292,-0.076,-0.024,-0.039,-0.012
5000293,-0.078,-0.022,-0.010,-0.010
5000294,-0.081,0.125,-0.186,0.037
5000295,-0.024,0.081,-0.083,0.007
5000296,0.068,0.110,-0.017,-0.059
5000297,0.059,0.056,0.034,-0.034
5000298,0.078,-0.095,-0.051,-0.046
5000299,-0.020,0.098,-0.098,-0.059
5000300,0.090,0.220,-0.017,-0.027
5000301,0.144,0.198,-0.115,0.005
5000302,-0.095,-0.039,-0.034,-0.039
5000303,-0.115,0.010,0.032,-0.051
5000304,-0.085,-0.029,0.112,-0.037
5000305,-0.022,-0.103,0.081,0.005
5000306,0.027,0.005,0.066,-0.005
5000307,-0.039,-0.068,0.078,-0.027
5000308,-0.078,-0.110,0.044,-0.061
5000309,-0.139,-0.269,0.051,-0.066
5000310,-0.029,-0.063,0.083,0.010
5000311,0.054,-0.042,0.210,0.054
5000312,0.007,-0.007,0.081,0.061
5000313,-0.151,-0.010,-0.005,0.015
5000314,-0.120,-0.002,0.078,0.020
5000315,0.068,0.125,0.063,-0.020
5000316,0.081,-0.166,-0.139,0.039
5000317,0.012,0.032,-0.105,-0.002
5000318,-0.085,0.059,-0.088,0.000
5000319,-0.095,0.002,0.142,-0.078
5000320,0.020,0.210,0.000,-0.037
5000321,0.002,0.266,0.024,-0.027
5000322,-0.139,-0.037,-0.071,0.005
5000323,0.049,0.063,-0.032,0.005
5000324,0.203,0.137,0.115,0.007
5000325,-0.007,0.081,0.105,0.017
5000326,-0.168,0.122,0.010,-0.015
5000327,-0.120,-0.083,-0.010,-0.022
5000328,-0.044,0.005,0.024,0.017
5000329,-0.012,-0.020,0.103,0.037
5000330,0.076,0.027,0.090,0.059
5000331,0.044,-0.056,-0.039,0.002
5000332,-0.090,-0.046,0.139,0.020
5000333,-0.105,-0.068,0.125,0.034
5000334,-0.022,-0.042,0.059,-0.005
5000335,0.002,0.095,0.073,-0.005
5000336,-0.100,0.085,0.115,-0.098
5000337,-0.095,-0.083,0.034,-0.110
5000338,-0.024,-0.034,0.059,-0.151
5000339,0.098,0.166,0.110,-0.078
5000340,0.103,0.205,0.068,0.071
5000341,-0.085,0.112,0.044,0.010
5000342,-0.073,-0.076,-0.007,-0.071
5000343,0.083,-0.107,-0.049,-0.134
5000344,0.151,0.027,0.051,-0.081
5000345,-0.127,0.156,0.112,0.002
5000346,-0.222,0.137,-0.100,0.054
5000347,-0.085,-0.015,0.103,-0.029
5000348,0.085,-0.127,0.210,0.032
5000349,0.024,-0.002,0.010,0.054
5000350,-0.022,0.012,-0.095,-0.015
5000351,-0.039,0.015,0.076,-0.056
5000352,0.044,-0.151,-0.020,-0.042
5000353,0.061,0.027,0.015,0.039
5000354,0.002,0.239,0.132,0.063
5000355,-0.093,-0.103,-0.105,-0.073
5000356,-0.032,-0.081,-0.037,-0.088
5000357,0.122,-0.200,-0.105,-0.068
5000358,0.110,0.115,-0.061,-0.010
5000359,0.049,0.098,0.010,0.012
5000360,-0.137,0.037,0.005,0.088
5000361,-0.066,0.132,0.054,-0.027
5000362,0.139,-0.054,0.054,-0.081
5000363,0.061,-0.059,0.120,-0.095
5000364,-0.085,-0.037,-0.090,-0.063
5000365,-0.105,0.005,-0.117,0.017
5000366,-0.112,-0.002,0.081,0.117
5000367,-0.054,-0.105,-0.027,0.056
5000368,-0.056,-0.022,-0.166,0.054
5000369,0.017,0.107,0.022,0.022
5000370,0.037,0.071,-0.083,-0.027
5000371,0.012,-0.122,-0.132,0.012
5000372,-0.032,0.012,-0.083,0.017
5000373,-0.071,-0.110,-0.132,-0.002
5000374,-0.049,0.129,-0.176,-0.029
5000375,-0.010,0.037,-0.095,-0.029
5000376,0.071,-0.022,-0.137,-0.034
5000377,0.042,-0.071,-0.063,0.049
5000378,-0.059,-0.107,-0.068,0.054
5000379,-0.071,0.066,-0.054,-0.010
5000380,0.083,0.085,-0.076,0.005
5000381,0.142,-0.081,-0.039,0.051
5000382,0.044,-0.161,-0.029,0.063
5000383,-0.095,0.015,0.073,-0.054
5000384,-0.061,0.007,-0.254,0.017
5000385,-0.044,-0.027,0.151,0.063
5000386,-0.051,-0.127,0.115,0.007
5000387,-0.076,-0.078,0.029,0.012
5000388,-0.139,0.000,0.037,0.034
5000389,-0.049,-0.103,0.054,0.095
5000390,0.061,-0.146,0.022,0.085
5000391,0.000,-0.046,0.029,0.015
5000392,0.010,0.012,-0.029,-0.061
5000393,0.105,0.024,-0.161,-0.007
5000394,0.054,-0.015,-0.222,0.034
5000395,-0.022,-0.012,0.061,0.017
5000396,0.105,-0.007,-0.068,-0.051
5000397,0.120,-0.127,0.002,-0.100
5000398,0.061,0.247,-0.010,-0.095
5000399,-0.110,0.132,-0.054,-0.037
5000400,-0.190,-0.081,0.010,0.044
5000401,0.095,0.027,0.051,0.017
5000402,0.308,-0.129,0.012,0.051
5000403,0.046,0.073,0.125,-0.056
5000404,-0.186,-0.149,-0.024,-0.024
5000405,-0.198,-0.110,-0.020,-0.007
5000406,-0.017,-0.200,0.044,0.071
5000407,0.022,-0.056,0.056,0.059
5000408,-0.049,-0.039,0.083,0.032
5000409,-0.103,-0.010,-0.005,-0.005
5000410,-0.188,0.042,0.024,0.007
5000411,-0.046,-0.139,0.105,0.000
5000412,0.063,-0.073,0.078,0.068
5000413,0.110,0.073,0.027,0.093
5000414,-0.022,0.085,0.073,-0.039
5000415,0.042,-0.037,0.005,-0.073
5000416,0.063,0.044,-0.044,-0.110
5000417,0.071,0.112,-0.024,0.029
5000418,0.073,0.256,0.200,0.105
5000419,0.032,0.098,-0.066,0.044
5000420,0.093,0.188,0.046,-0.063
5000421,0.173,0.129,0.007,-0.076
5000422,0.081,0.027,-0.005,-0.002
5000423,-0.051,0.081,0.054,0.085
5000424,-0.105,0.100,-0.015,0.107
5000425,0.017,0.142,0.066,0.056
5000426,0.032,-0.129,0.076,0.002
5000427,-0.093,-0.005,0.095,-0.054
5000428,-0.171,0.090,0.125,0.007
5000429,-0.024,-0.051,-0.022,0.127
5000430,0.020,-0.208,-0.222,0.188
5000431,-0.134,-0.034,0.120,0.066
5000432,-0.105,0.020,0.244,-0.022
5000433,0.090,-0.073,0.107,-0.054
5000434,0.183,-0.017,0.020,0.024
5000435,0.076,-0.027,-0.151,0.098
5000436,-0.034,0.034,-0.063,0.054
5000437,0.010,0.002,-0.056,-0.017
5000438,0.142,-0.066,-0.100,-0.076
5000439,0.105,0.073,-0.015,-0.078
5000440,0.024,0.122,0.037,-0.066
5000441,0.051,-0.046,-0.068,-0.020
5000442,0.083,0.088,-0.164,0.056
5000443,0.020,0.095,-0.254,-0.007
5000444,-0.022,0.037,0.034,-0.078
5000445,0.034,-0.059,0.051,-0.105
5000446,0.029,-0.149,-0.085,0.002
5000447,0.085,-0.024,-0.059,0.012
5000448,0.049,-0.112,0.171,0.066
5000449,-0.100,-0.027,0.015,0.044
5000450,-0.166,-0.239,-0.073,-0.024
5000451,-0.149,-0.139,0.007,-0.090
5000452,-0.076,-0.134,0.154,0.012
5000453,-0.017,-0.088,0.068,0.066
5000454,-0.066,-0.107,-0.098,0.063
5000455,-0.010,-0.161,-0.029,-0.027
5000456,0.054,0.168,-0.125,-0.061
5000457,0.083,-0.002,-0.205,-0.029
5000458,-0.002,0.054,0.203,-0.022
5000459,-0.002,0.010,-0.232,-0.059
5000460,0.066,0.066,-0.205,-0.063
5000461,0.017,0.007,-0.002,-0.071
5000462,-0.054,-0.017,0.010,0.005
5000463,-0.083,0.112,0.000,0.005
5000464,-0.027,0.154,-0.071,0.010
5000465,0.063,0.076,-0.103,-0.015
5000466,0.083,0.044,0.051,-0.037
5000467,0.024,-0.005,-0.103,-0.073
5000468,-0.039,-0.063,0.046,0.024
5000469,-0.068,-0.005,0.042,-0.010
5000470,-0.059,-0.266,0.017,0.024
5000471,0.029,-0.063,0.010,-0.056
5000472,-0.063,0.002,-0.105,-0.005
5000473,-0.042,-0.095,0.027,0.010
5000474,0.017,-0.103,0.037,0.063
5000475,0.049,-0.100,-0.083,0.066
5000476,0.005,-0.132,-0.044,0.027
5000477,-0.068,-0.146,0.042,0.037
5000478,0.071,-0.085,0.024,0.002
5000479,0.166,-0.161,-0.044,0.002
5000480,0.073,-0.046,-0.032,-0.005
5000481,0.012,0.142,-0.054,-0.068
5000482,0.029,0.137,-0.068,0.000
5000483,0.061,-0.244,-0.061,-0.076
5000484,0.159,0.063,0.002,-0.056
5000485,0.100,0.022,-0.037,-0.027
5000486,-0.068,0.022,-0.017,0.015
5000487,0.024,-0.056,-0.044,-0.032
5000488,0.056,-0.095,-0.090,-0.015
5000489,0.078,0.063,0.210,-0.002
5000490,0.012,-0.083,0.012,0.027
5000491,-0.081,-0.037,-0.166,0.005
5000492,-0.083,-0.068,-0.027,0.012
5000493,-0.063,-0.002,0.095,-0.024
5000494,-0.042,-0.054,0.044,0.068
5000495,-0.046,-0.078,0.020,0.000
5000496,-0.100,-0.046,0.103,-0.083
5000497,-0.022,-0.110,0.066,-0.015
5000498,-0.002,-0.032,0.085,0.037
5000499,0.071,0.083,-0.010,-0.010
5000500,0.117,0.190,-0.583,-0.056
5000501,-0.005,0.115,-0.120,-0.081
5000502,0.022,0.151,-0.017,-0.027
5000503,0.112,0.068,-0.068,0.032
5000504,0.156,0.090,0.005,0.024
5000505,-0.017,0.042,0.088,0.039
5000506,-0.159,-0.046,-0.010,-0.032
5000507,0.022,0.085,-0.027,-0.093
5000508,0.134,-0.056,0.068,-0.007
5000509,0.076,-0.122,-0.007,0.007
5000510,-0.066,0.054,0.166,0.032
5000511,-0.078,0.090,0.110,0.012
5000512,0.000,-0.017,-0.027,0.061
5000513,0.015,-0.200,0.142,-0.010
5000514,-0.010,-0.164,0.090,0.046
5000515,-0.007,-0.081,0.071,-0.007
5000516,0.000,-0.056,0.110,-0.002
5000517,-0.010,0.002,0.059,0.007
5000518,-0.054,-0.039,-0.034,0.012
5000519,0.002,0.125,0.012,0.059
5000520,0.098,0.032,-0.244,0.027
5000521,0.156,0.068,0.017,0.042
5000522,0.120,0.117,0.027,-0.037
5000523,0.024,-0.054,-0.107,-0.005
5000524,0.066,0.032,-0.037,-0.105
5000525,0.129,0.103,-0.188,-0.020
5000526,0.078,0.024,0.000,0.027
5000527,-0.034,-0.098,-0.056,0.046
5000528,-0.122,-0.037,-0.083,0.034
5000529,-0.100,-0.017,0.046,-0.005
5000530,-0.044,-0.081,-0.171,0.049
5000531,0.007,-0.066,0.017,0.042
5000532,-0.024,-0.098,-0.012,0.015
5000533,-0.100,-0.076,-0.134,0.034
5000534,-0.090,-0.093,-0.039,0.068
5000535,-0.029,-0.198,-0.002,0.037
5000536,-0.029,-0.078,-0.024,0.034
5000537,-0.078,0.110,-0.007,0.046
5000538,-0.142,0.063,-0.120,0.042
5000539,-0.103,0.020,-0.046,-0.005
5000540,0.010,0.100,-0.027,-0.012
5000541,0.022,0.037,-0.129,-0.010
5000542,0.022,0.042,-0.015,-0.022
5000543,0.115,0.144,-0.042,-0.002
5000544,0.090,0.183,-0.061,-0.049
5000545,0.059,0.200,-0.056,-0.098
5000546,-0.029,-0.020,-0.112,-0.076
5000547,-0.107,-0.081,-0.015,-0.073
5000548,-0.103,0.090,0.139,-0.002
5000549,-0.110,0.024,0.078,0.027
5000550,-0.051,-0.093,0.015,0.002
5000551,-0.107,-0.049,0.015,0.027
5000552,-0.149,-0.100,0.095,0.066
5000553,-0.146,-0.100,0.032,0.063
5000554,-0.134,-0.273,-0.090,0.054
5000555,-0.010,-0.171,0.024,0.007
5000556,0.015,-0.042,0.127,-0.020
5000557,-0.005,-0.088,-0.059,-0.027
5000558,-0.078,0.134,-0.215,0.022
5000559,-0.095,0.059,-0.103,0.046
5000560,0.015,-0.100,-0.010,0.002
5000561,0.073,-0.059,-0.073,-0.032
5000562,-0.007,-0.020,-0.034,-0.029
5000563,-0.027,0.186,-0.027,-0.083
5000564,0.007,0.178,-0.164,-0.088
5000565,0.164,0.076,-0.107,-0.015
5000566,0.144,0.007,-0.073,-0.032
5000567,0.005,0.015,-0.144,-0.022
5000568,-0.222,0.063,0.029,-0.071
5000569,-0.015,-0.034,0.066,-0.059
5000570,0.134,-0.208,0.127,0.017
5000571,-0.024,-0.093,-0.020,0.134
5000572,-0.127,0.100,0.056,0.063
5000573,-0.110,0.054,0.017,0.029
5000574,0.020,-0.168,0.081,-0.037
5000575,0.007,-0.264,-0.076,-0.024
5000576,-0.093,-0.046,0.042,0.071
5000577,-0.186,0.095,0.210,0.029
5000578,-0.085,-0.059,0.049,-0.002
5000579,0.132,0.000,-0.154,0.015
5000580,0.066,0.159,-0.120,-0.083
5000581,-0.054,0.061,0.107,-0.056
5000582,0.032,0.054,0.098,-0.066
5000583,0.103,0.088,-0.068,-0.044
5000584,0.154,0.154,-0.103,-0.044
5000585,0.103,0.090,0.071,-0.012
5000586,-0.029,0.103,0.049,-0.107
5000587,0.007,0.156,-0.017,-0.112
5000588,0.007,0.125,0.000,-0.098
5000589,0.012,-0.159,0.176,-0.068
5000590,-0.051,0.059,0.164,0.068
5000591,-0.046,0.000,0.034,0.059
5000592,-0.100,-0.005,0.056,-0.056
5000593,-0.073,0.017,0.078,-0.063
5000594,-0.071,-0.034,0.137,-0.032
5000595,-0.076,-0.120,-0.020,0.010
5000596,-0.054,-0.125,0.002,0.051
5000597,-0.103,-0.208,0.059,0.061
5000598,-0.039,-0.042,0.051,0.027
5000599,0.022,0.120,0.017,0.007
5000600,-0.017,-0.254,-0.012,0.042
5000601,-0.049,0.007,0.020,0.054
5000602,-0.024,0.005,-0.061,-0.012
5000603,0.068,0.054,-0.024,-0.095
5000604,0.171,0.098,-0.059,-0.071
5000605,0.266,0.178,0.217,-0.056
5000606,0.120,0.134,-0.012,-0.056
5000607,-0.076,-0.034,-0.188,-0.085
5000608,-0.144,0.032,-0.083,-0.010
5000609,-0.027,-0.061,-0.027,-0.005
5000610,0.078,0.134,0.000,0.042
5000611,-0.027,-0.012,0.061,0.059
5000612,-0.049,-0.017,-0.005,0.051
5000613,-0.076,0.063,-0.098,-0.007
5000614,-0.095,-0.117,0.142,-0.022
5000615,-0.066,-0.142,0.046,0.000
5000616,0.020,-0.115,-0.081,0.044
5000617,0.024,-0.029,0.071,0.020
5000618,-0.022,-0.039,0.154,-0.002
5000619,0.027,0.024,-0.005,-0.034
5000620,0.002,0.017,-0.012,-0.022
5000621,-0.005,-0.024,0.000,0.027
5000622,0.012,0.032,0.100,-0.024
5000623,0.059,0.017,-0.046,-0.100
5000624,0.051,0.093,-0.181,-0.110
5000625,0.022,0.000,0.002,-0.049
5000626,-0.027,0.129,0.071,-0.068
5000627,-0.010,0.193,-0.090,-0.105
5000628,0.042,-0.005,-0.139,-0.103
5000629,-0.032,0.002,0.063,-0.103
5000630,-0.095,0.076,0.056,-0.090
5000631,-0.010,0.034,0.112,-0.024
